nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-guid,GEMMA-type,datum-tijd-export,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-url,GEMMA-alternate-name,GGM-toelichting
81,Declaratiesoort,Typering van een declaratie,Class,,{9D4FB9DF-D68A-4503-96C0-272B6777A4FC},,HR,,,id-9d4fb9df-d68a-4503-96c0-272b6777a4fc,Data object,21022024-11:03:02,,,,,,,,
82,Dienstverband,De rechtsbetrekking tussen werkgever en werknemer zoals vastgelegd in een arbeidsovereenkomst.,Class,,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},,HR,,,id-63ff86e2-1bb0-48f6-8d95-3d82e8d2fa06,Business object,21022024-11:03:02,,,,,,,,
83,Disciplinaire Maatregel,"Een besluit dat wordt opgelegd wanneer een persoon zijn verplichtingen niet of niet op de juiste wijze nakomt, of zich op andere wijze misdraagt.",Class,,{50F3F931-38F4-4ff0-8CE4-8A51056767E0},,HR,,,id-50f3f931-38f4-4ff0-8ce4-8a51056767e0,Business object,21022024-11:03:02,,,,,,,,
84,Functiehuis,Model waarin functies van een organisatie worden beschreven.,Class,,{D69EE16A-390C-4d6f-BC01-2B13FB3B22F1},,HR,,,id-d69ee16a-390c-4d6f-bc01-2b13fb3b22f1,Business object,21022024-11:03:02,,,,,,,,
85,Genoten Opleiding,"Afgeronde opleiding, een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden",Class,,{261363C5-1E00-4b6a-B570-2129DC044010},,HR,,,id-261363c5-1e00-4b6a-b570-2129dc044010,Data object,21022024-11:03:02,,,,,,,,
86,Geweldsincident,"Een gebeurtenis met betrekking tot agressie en omvat het veroorzaken van verwondingen of schade bij mensen, dieren, of voorwerpen. ",Class,,{41AFF74F-ADBE-4f3f-AB2F-25027A70E573},,HR,,,id-41aff74f-adbe-4f3f-ab2f-25027a70e573,Business object,21022024-11:03:02,,,,,,,,
87,Individueel Keuzebudget,Bedrag dat feitelijk beschikbaar gesteld wordt voor een individu om een bepaalde keus te kunnen maken,Class,,{B64178F1-7D37-4a77-BEF7-97E8C9DDA4E8},,HR,,,id-b64178f1-7d37-4a77-bef7-97e8c9dda4e8,Business object,21022024-11:03:02,,,,,,,,
88,Keuzebudgetbesteding ,De daadwerkelijk uitgave van een keuzebudget,Class,,{B9288D01-0B8F-4f8c-BAE1-AFD1B0EF6FDF},,HR,,,id-b9288d01-0b8f-4f8c-bae1-afd1b0ef6fdf,Data object,21022024-11:03:02,,,,,,,,
89,Keuzebudgetbestedingsoort,Typering van een keuzebudgetbesteding,Class,,{A0051651-4772-436d-9553-B432BDCE3A52},,HR,,,id-a0051651-4772-436d-9553-b432bdce3a52,Data object,21022024-11:03:02,,,,,,,,
90,Onderwijsinstituut,Een instituut waar onderwijs wordt gegeven.,Class,Onderwijsinstelling,{59F3063A-13A6-4cbc-A387-045A6B126746},,HR,,,id-59f3063a-13a6-4cbc-a387-045a6b126746,Business object,21022024-11:03:02,,,,,,,,
91,Opleiding,"Een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden.",Class,,{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6},,HR,,,id-e07d60de-cd26-4cef-a18b-6f72cc76c1b6,Business object,21022024-11:03:02,,,,,,,,
92,Relatie,"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.",Class,,{FE559B58-A6CD-4108-82BE-98E1AEBFD9BD},,HR,,,id-fe559b58-a6cd-4108-82be-98e1aebfd9bd,Data object,21022024-11:03:02,,,,,,,,
93,Sollicitant,Persoon die werk zoekt,Class,,{131BDD67-2A31-43c5-9125-F12DE2D98D2D},,HR,,,id-131bdd67-2a31-43c5-9125-f12de2d98d2d,Business object,21022024-11:03:02,,,,,,,,
94,Sollicitatie,Verzoek om in een functie te worden aangesteld.,Class,,{3BD1368C-23F1-4f42-99DB-C81581A646A0},,HR,,,id-3bd1368c-23f1-4f42-99db-c81581a646a0,Business object,21022024-11:03:02,,,,,,,,
95,Sollicitatiegesprek,Onderhoud tussen sollicitant en werkgever met betrekking tot een sollicatie,Class,,{1D4DA0E6-DA20-4ff7-A415-B937712C6F6D},,HR,,,id-1d4da0e6-da20-4ff7-a415-b937712c6f6d,Business object,21022024-11:03:02,,,,,,,,
96,Soort Disciplinaire Maatregel,Typering van een disciplinaire maatregel,Class,,{B0747DFC-DFC8-4ef2-8E1E-C2E8606036FC},,HR,,,id-b0747dfc-dfc8-4ef2-8e1e-c2e8606036fc,Data object,21022024-11:03:02,,,,,,,,
97,Uren,Aantal besteedde uren aan een activiteit,Class,,{93165DEC-ECB7-4225-9484-E1727524A1B5},,HR,,,id-93165dec-ecb7-4225-9484-e1727524a1b5,Data object,21022024-11:03:02,,,,,,,,
98,Vacature,Een arbeidsplaats binnen een bedrijf of organisatie die nog gevuld dient te worden door werkzoekenden.,Class,,{DC978807-5F36-4148-B816-D6886D026DD8},,HR,,,id-dc978807-5f36-4148-b816-d6886d026dd8,Business object,21022024-11:03:02,,,,,,,,
99,Verlof,"Een periode waarin iemand toestemming heeft om iets te doen, in het bijzonder om afwezig te zijn.",Class,,{D04135BF-C2F0-46dd-B332-F1BE36C358EF},,HR,,,id-d04135bf-c2f0-46dd-b332-f1be36c358ef,Business object,21022024-11:03:02,,,,,,,,
100,Verlofsoort,Typering van verlof,Class,,{ED741EE1-E773-40e3-B0E6-8D9886EB792F},,HR,,,id-ed741ee1-e773-40e3-b0e6-8d9886eb792f,Data object,21022024-11:03:02,,,,,,,,
101,Verzuim,Een afwezigheid van een werknemer van werk.,Class,,{610B18E6-B675-4cc0-A883-BAB9D384C668},,HR,,,id-610b18e6-b675-4cc0-a883-bab9d384c668,Business object,21022024-11:03:02,,,,,,,,
102,Verzuimsoort,Typologie van verzuim,Class,,{45900108-585D-45ec-A042-BF4928B7F6DC},,HR,,,id-45900108-585d-45ec-a042-bf4928b7f6dc,Data object,21022024-11:03:02,,,,,,,,
103,Werknemer,De contractuele wederpartij van de werkgever bij de arbeidsovereenkomst.,Class,,{BBBB63AC-B546-409b-B6D4-53DB561253B7},,HR,,,id-bbbb63ac-b546-409b-b6d4-53db561253b7,Business object,21022024-11:03:02,,,,,,,,
104,Aanbesteding,"Kan een (enkel of meervoudige) onderhandse aanbesteding, of een nationale of Europese aanbesteding ",Class,,{44EC6082-2682-43c7-A52E-0AD05B06A046},,Inkoop,,,id-44ec6082-2682-43c7-a52e-0ad05b06a046,Business object,21022024-11:03:02,,,,,,,,
105,Aanbesteding Inhuur,Aanbesteding voor inhuur van personen of diensten,Class,,{01D90490-C76A-444a-BFCE-355AFC5FB012},,Inkoop,,,id-01d90490-c76a-444a-bfce-355afc5fb012,Business object,21022024-11:03:02,,,,,,,,
106,Aankondiging,Aankondiging van een Nationale of Europese aanbesteding,Class,"Kennisgeving, Bekendmaking",{BB135B0E-A2C2-4681-BD91-30863F8B3D70},,Inkoop,,,id-bb135b0e-a2c2-4681-bd91-30863f8b3d70,Business object,21022024-11:03:02,,,,,,,,
107,Aanvraag Inkooporder,het betreft hier het formulier 'Aanvraag Inkooporder',Class,,{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},,Inkoop,,,id-33e5ea10-f43a-4966-b9c1-875f0e2c1b52,Business object,21022024-11:03:02,,,,,,,,
108,Categorie,Categorie waarop leveranciers zich voor de levering van personeel voor kunnen kwalificeren,Class,,{6CA060D0-C5AC-4b50-8B64-00DCAEA7EF48},,Inkoop,,,id-6ca060d0-c5ac-4b50-8b64-00dcaea7ef48,Data object,21022024-11:03:02,,,,,,,,
109,Contract,Bindende overeenkomst,Class,,{9FBF9FB8-B28D-4733-8443-607B8498F446},,Inkoop,,,id-9fbf9fb8-b28d-4733-8443-607b8498f446,Business object,21022024-11:03:02,,,,,,,,
110,CPV-code,"De Common Procurement Vocabulary (CPV-codes) is een gemeenschappelijke woordenlijst van de EU, alle mogelijke soorten overheidsopdrachten voor diensten, leveringen en werken hebben een eigen code gekregen. Aanbestedende diensten moeten bij Europese aanbestedingen dit classificatiesysteem toepassen.",Class,,{6A4CF470-3B0E-4141-9DB6-C9E8A525CB49},,Inkoop,,,id-6a4cf470-3b0e-4141-9db6-c9e8a525cb49,Business object,21022024-11:03:02,,,,,,,,
111,Formulier Inhuur,Formulier ten behoeve van inhuur personeel,Class,,{B598FF22-CDD0-486f-B528-99421D0FA608},,Inkoop,,,id-b598ff22-cdd0-486f-b528-99421d0fa608,Data object,21022024-11:03:02,,,,,,,,
112,Formulier Verlenging Inhuur,Formulier ten behoeve van verlenging inhuur personeel,Class,,{1D87490A-9F07-424f-BE6F-5E9C11376B05},,Inkoop,,,id-1d87490a-9f07-424f-be6f-5e9c11376b05,Data object,21022024-11:03:02,,,,,,,,
113,Gunning,"Gunning van een (enkel of meervoudige) onderhandse aanbesteding, of een nationale of Europese aanbesteding 
Of voor levering personeel",Class,,{3FB9B466-D147-42d7-99D1-2D14A007D16C},,Inkoop,,,id-3fb9b466-d147-42d7-99d1-2d14a007d16c,Business object,21022024-11:03:02,,,,,,,,
114,Inkooppakket,"Standaard indeling om de werken, diensten en leveringen die de aanbestedende dienst helpt bij het structureren van haar uitgaven. Samenhangende leveringen, diensten en producten zijn hierin gegroepeerd. ",Class,,{170AF8F5-8952-407a-91C4-EAF910DE3304},,Inkoop,,,id-170af8f5-8952-407a-91c4-eaf910de3304,Data object,21022024-11:03:02,,,,,,,,
115,Inschrijving,"Inschrijving op een nationale of Europese aanbesteding 
",Class,,{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},,Inkoop,,,id-2902e8d6-ff16-45d6-a0a4-47e2857d2d19,Data object,21022024-11:03:02,,,,,,,,
116,Kandidaat,Iemand die een bepaalde baan of functie wil ,Class,Gegadigde,{75B4E818-5ECD-45c5-98F9-66F57FC6117E},,Inkoop,,,id-75b4e818-5ecd-45c5-98f9-66f57fc6117e,Business object,21022024-11:03:02,,,,,,,,
117,Kwalificatie,Kwalifificatie voor een nationale of europese aanbesteding,Class,,{AB2AED85-D2B0-45cf-9B1F-C6005E894494},,Inkoop,,,id-ab2aed85-d2b0-45cf-9b1f-c6005e894494,Data object,21022024-11:03:02,,,,,,,,
118,Leverancier,Een niet-natuurlijk persoon die een product of dienst levert aan de organisatie,Class,,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},,Inkoop,,,id-ea7fe08e-34f7-45d2-be2e-e4e3b8333bf3,Business object,21022024-11:03:02,,,,,,,,
119,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Class,,{BF21FFA3-3EA6-410a-BC65-7BE5547646B6},,Inkoop,,,id-bf21ffa3-3ea6-410a-bc65-7be5547646b6,Data object,21022024-11:03:02,,,,,,,,
120,Offerteaanvraag,Aanbesteding bij inschrijving,Class,,{1EF1AC66-9563-4cdd-AE78-0878D651907A},,Inkoop,,,id-1ef1ac66-9563-4cdd-ae78-0878d651907a,Business object,21022024-11:03:02,,,,,,,,
121,Selectietabel Aanbesteding,Gebaseerd op het procedureoverzicht inkoop. Hierin kan de tabel met drempelbedragen en bijbehorende procedures worden opgeslagen,Class,,{B2BD6C5B-460E-4f2a-9B78-3E101DAD8D6B},,Inkoop,,,id-b2bd6c5b-460e-4f2a-9b78-3e101dad8d6b,Data object,21022024-11:03:02,,,,,,,,
122,Startformulier Aanbesteden,Formulier voor het starten van een aanbeseding,Class,,{7694A657-22D8-4b00-AAE2-A78EF014B43A},,Inkoop,,,id-7694a657-22d8-4b00-aae2-a78ef014b43a,Data object,21022024-11:03:02,,,,,,,,
123,Uitnodiging,Een verzoek om iets bij te wonen.,Class,Invitatie,{BB182A6F-6935-4702-ABEA-B96E32A40B02},,Inkoop,,,id-bb182a6f-6935-4702-abea-b96e32a40b02,Business object,21022024-11:03:02,,,,,,,,
124,Aanbestedingsoort,,Enumeration,,{B8B79BCE-8F87-46f7-BB15-288266799E56},,Inkoop,,,id-b8b79bce-8f87-46f7-bb15-288266799e56,Data object,21022024-11:03:02,,,,,,,,
125,Inkooprol,Toevoeging Gemeente Schiedam,Enumeration,,{2C2791CB-EFCA-444f-A95E-F1EF6EE83594},,Inkoop,,,id-2c2791cb-efca-444f-a95e-f1ef6ee83594,Data object,21022024-11:03:02,,,,,,,,
126,Opdrachtcategorie,,Enumeration,,{87322382-E60F-4d0e-93B0-6628D3CC964B},,Inkoop,,,id-87322382-e60f-4d0e-93b0-6628d3cc964b,Data object,21022024-11:03:02,,,,,,,,
127,Opdrachtsoort,,Enumeration,,{5D6461E2-0D66-4039-BBF4-B413322EF194},,Inkoop,,,id-5d6461e2-0d66-4039-bbf4-b413322ef194,Data object,21022024-11:03:02,,,,,,,,
128,Functie,Een samenhangende verzameling van rollen,Class,,{F29C11C1-477C-4b90-985C-43F94D08230A},,Organisatie,,,id-f29c11c1-477c-4b90-985c-43f94d08230a,Data object,21022024-11:03:02,,,,,,,,
129,Programma,"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.",Class,,{0E19C86B-9088-41bd-9DD0-15094426570E},,Organisatie,,,id-0e19c86b-9088-41bd-9dd0-15094426570e,Data object,21022024-11:03:02,,,,,,,,
130,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",Class,,{7087D528-7024-4569-876A-C4605A00546D},,Organisatie,,,id-7087d528-7024-4569-876a-c4605a00546d,Data object,21022024-11:03:02,,,,,,,,
131,Aanvraag,"(officieel) verzoek, iets (officieel) vragen aan een bevoegde macht.",Class,Verzoek,{446E3931-B9F2-4b5c-80E7-5B240B8F816F},,ICT,,,id-446e3931-b9f2-4b5c-80e7-5b240b8f816f,Business object,21022024-11:03:02,,,,,,,,
132,Applicatie,Een applicatiecomponent die gericht is op het ondersteunen van eindgebruikers.,Class,,{A8945FD7-EA20-418e-8E7F-18F13F16E338},,ICT,,,id-a8945fd7-ea20-418e-8e7f-18f13f16e338,Business object,21022024-11:03:02,,,,,,,,
133,Attribuutsoort,"<b>Attribuutsoort </b>– <i>Stereotype «Attribuutsoort»</i>: De UML-representatie van een attribuutsoort, uitgedrukt in een stereotype van UML-Property<sup>3 </sup>(metaclass).
Er zijn verschillende modelelementen die gebaseerd zijn op UML-property, zoals aangegeven in §2.1.2. Wanneer een UML-property in het informatiemodel de betekenis heeft van een attribuut van een objecttype, dan heeft deze het stereotype «Attribuutsoort».
Een attribuutsoort is een type van gelijksoortige attributen of gegevens. Daartoe kijken we eerst naar het begrip ‘gegeven’.
",Class,Attribuut,{8D273DE5-3529-4652-BCA1-F86B28F26017},,ICT,,,id-8d273de5-3529-4652-bca1-f86b28f26017,Data object,21022024-11:03:02,,,,,,,,
134,Classificatie,"Ordening van informatieobjecten in een logisch verband, zoals vastgelegd in een classificatieschema.",Class,,{81F207D0-A071-48c7-8C4C-25F8D25A3DE8},,ICT,,,id-81f207d0-a071-48c7-8c4c-25f8d25a3de8,Data object,21022024-11:03:02,,,,,,,,
135,CMDB-item ,Item in een Configuratie Management DataBase,Class,,{B027D022-41D9-4c63-A63D-8F5111689564},,ICT,,,id-b027d022-41d9-4c63-a63d-8f5111689564,Business object,21022024-11:03:02,,,,,,,,
136,Database,Een applicatiecomponent die een dataset bevat.,Class,,{FFD22E11-7A3A-459a-B575-928C67E8D1F3},,ICT,,,id-ffd22e11-7a3a-459a-b575-928c67e8d1f3,Business object,21022024-11:03:02,,,,,,,,
137,Datatype,"<b>Attribuutsoort </b>– <i>Stereotype «Attribuutsoort»</i>: De UML-representatie van een attribuutsoort, uitgedrukt in een stereotype van UML-Property<sup>3 </sup>(metaclass).
Er zijn verschillende modelelementen die gebaseerd zijn op UML-property, zoals aangegeven in §2.1.2. Wanneer een UML-property in het informatiemodel de betekenis heeft van een attribuut van een objecttype, dan heeft deze het stereotype «Attribuutsoort».
Een attribuutsoort is een type van gelijksoortige attributen of gegevens. Daartoe kijken we eerst naar het begrip ‘gegeven’.
",Class,,{7EFBF1CA-EC6E-4b8a-B97F-453CA32AB9A5},,ICT,,,id-7efbf1ca-ec6e-4b8a-b97f-453ca32ab9a5,Data object,21022024-11:03:02,,,,,,,,
138,Dienst,Het uitvoeren van werkzaamheden met een continu of periodiek karakter om waarde te realiseren voor een afnemer.,Class,,{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},,ICT,,,id-45afd4e2-9909-4c33-93ce-f2466b85ca0f,Business object,21022024-11:03:02,,,,,,,,
139,Domein/Taakveld,"Kennisgebied of activiteit gekarakteriseerd door een verzameling van concepten, begrippen en/of waarden",Class,,{BEFEC56A-EF6C-49f0-9368-7E46F75D9562},,ICT,,,id-befec56a-ef6c-49f0-9368-7e46f75d9562,Business object,21022024-11:03:02,,,,,,,,
140,Externe Bron,Bron buiten de eigen organisatie,Class,,{144D1047-35BB-4926-9472-895D89DC2E0C},,ICT,,,id-144d1047-35bb-4926-9472-895d89dc2e0c,Business object,21022024-11:03:02,,,,,,,,
141,Gebruikerrol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Class,,{12D137DD-2B9F-4c2a-9041-25E8DF1D3689},,ICT,,,id-12d137dd-2b9f-4c2a-9041-25e8df1d3689,Data object,21022024-11:03:02,,,,,,,,
142,Gegeven,,Class,,{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},,ICT,,,id-e846cc36-df4a-4398-ae4c-122cafebaeaa,Business object,21022024-11:03:02,,,,,,,,
143,Generalisatie,"De typering van het hiërarchische verband tussen een meer generiek object van een objecttype en een meer specifiek object van een ander objecttype waarbij het laatstgenoemde object eigenschappen van het eerstgenoemde object overerft.
<i>Toelichting</i>
Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype.
<i>Voorbeeld: PERCEEL is specialisatie van KADASTRAAL ONROERENDE ZAAK, APPARTEMENTSRECHT is specialisatie van KADASTRAAL ONROERENDE ZAAK. PERCEEL en APPARTEMENTSRECHT hebben beide ‘Kadastrale aanduiding’ en een ‘relatie met ONROERENDE ZAAK FILIATIE’.</i>
",Class,,{0CF1C34D-8AD5-4ac5-8538-87252E66A8C8},,ICT,,,id-0cf1c34d-8ad5-4ac5-8538-87252e66a8c8,Data object,21022024-11:03:02,,,,,,,,"Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype."
144,Hardware,Alle fysieke componenten of onderdelen die in een computer een rol spelen.,Class,,{6C92F0F8-BC92-428c-B729-1A10D515DAEF},,ICT,,,id-6c92f0f8-bc92-428c-b729-1a10d515daef,Business object,21022024-11:03:02,,,,,,,,
145,Inventaris,"Een inboedel of een opsomming van voorwerpen op een bepaalde plaats, gemaakt volgens een vaste procedure.",Class,,{D0AB8CF6-F6CC-4337-BE07-DFE6B3CEFBB3},,ICT,,,id-d0ab8cf6-f6cc-4337-be07-dfe6b3cefbb3,Business object,21022024-11:03:02,,,,,,,,
146,Koppeling,Verbinding tussen twee systemen,Class,,{AB7CF266-388F-413a-92D0-B2FA67C75633},,ICT,,,id-ab7cf266-388f-413a-92d0-b2fa67c75633,Data object,21022024-11:03:02,,,,,,,,
147,Licentie,Een gebruiksrecht en autorisatie om van een product of dienst gebruik te maken binnen bepaalde voorwaarden,Class,,{2E5F9AF9-D1BA-4dc0-9621-4101D24B8ABD},,ICT,,,id-2e5f9af9-d1ba-4dc0-9621-4101d24b8abd,Business object,21022024-11:03:02,,,,,,,,
148,Linkbaar CMDB-item,Niet opnemen,Class,,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,ICT,,,id-c0f1a08e-c6cd-4524-a2e0-0e5ca483dcfd,Data object,21022024-11:03:02,,,,,,,,
149,Log,Registratie van gegevens.,Class,,{5492ED6D-608E-465e-B975-BCADAAA3EE7F},,ICT,,,id-5492ed6d-608e-465e-b975-bcadaaa3ee7f,Data object,21022024-11:03:02,,,,,,,,
150,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Class,Datapunt,{6100B3C7-FBCE-434d-BA48-E067B9CF84A7},,ICT,,,id-6100b3c7-fbce-434d-ba48-e067b9cf84a7,Business object,21022024-11:03:02,,,,,,,,
151,Nertwerkcomponent,,Class,,{DD277E82-0CA5-4460-918F-9178B5F01886},,ICT,,,id-dd277e82-0ca5-4460-918f-9178b5f01886,Data object,21022024-11:03:02,,,,,,,,
152,Notitie,"Korte, zakelijke uiteenzetting op schrift",Class,,{354E5545-D067-4b81-9D1D-C5F5FFB532C7},,ICT,,,id-354e5545-d067-4b81-9d1d-c5f5ffb532c7,Business object,21022024-11:03:02,,,,,,,,
153,Objecttype,"De typering van een groep objecten (in de werkelijkheid) die binnen een domein relevant zijn en als gelijksoortig worden beschouwd.
<i>Toelichting</i>
Jan, Piet en Marie zijn mensen die vanuit het Burgerzaken-domein beschouwd worden als objecten van het type ‘natuurlijk persoon’. In een ander domein, ‘de volksmond’, noemen we dit ‘mens’ wat ook een objecttype is. In weer een ander domein is Jan van het type ‘vergunninghouder’ en Piet en Marie niet, omdat aan hen (nog) nooit een vergunning verleend is. Objecttypen zijn een abstractie van de werkelijkheid oftewel we beogen hiermee de werkelijkheid zo getrouw mogelijk te beschrijven, binnen de context van het domein. Dit staat geheel los van het vastleggen van gegevens over objecten van een type in een registratie. Daartoe is veelal een interpretatie nodig (van die werkelijkheid cq. die objecttypen) naar eenheden die in een registratie vastgelegd kunnen worden (records, entiteiten e.d.) op basis van andere overwegingen.",Class,,{A2451674-6C19-4bf9-81F9-57CDE2F60144},,ICT,,,id-a2451674-6c19-4bf9-81f9-57cde2f60144,Data object,21022024-11:03:02,,,,,,,,
154,Onderwerp,Op de meest karakteristieke elementen gebaseerde en in woord of eenvoudige zinstructuur samengevatte aanduiding van de inhoud van een document,Class,,{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09},,ICT,,,id-2aa9db3b-d79c-490d-8776-da1cb25e9b09,Data object,21022024-11:03:02,,,,,,,,
155,Package,"Een samengesteld bestand of een directory die een aantal bestanden bevat, maar welke als √©√©n bestand aan de gebruiker getoond word",Class,,{ACE86CFF-D6D0-4cbd-8395-99BD763F1B37},,ICT,,,id-ace86cff-d6d0-4cbd-8395-99bd763f1b37,Business object,21022024-11:03:02,,,,,,,,
156,Prijzenboek,"Beschrijving van gangbare onderhoudsactiviteiten met de bijbehorende, actuele prijzen en normen voor de uitvoering.",Class,,{F1489610-1E50-4328-8CD8-F41E9CE0C0D8},,ICT,,,id-f1489610-1e50-4328-8cd8-f41e9ce0c0d8,Data object,21022024-11:03:02,,,,,,,,
157,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Class,,{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,ICT,,,id-d5dd2f67-6a1f-46b0-972e-795ecc4b2e4f,Business object,21022024-11:03:02,,,,,,,,
158,Relatiesoort,"
De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.
<i>Toelichting</i>
Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR.
Voorbeeld: relatiesoorten “VERBLIJFSOBJECT is gelegen in een PAND” en “SUBJECT heeft als correspondentieadres WOONPLAATS”, of korter, “gelegen in”, “postadres”.
Wanneer een relatie (UML-assocation) gebruikt wordt om objecten aan elkaar te verbinden, zonder dat er eigenschappen over deze relatie worden vastgelegd, dan heeft deze het stereotype «Relatiesoort».
",Class,,{DFD2814E-7D36-45e2-B082-2ED574A409E1},,ICT,,,id-dfd2814e-7d36-45e2-b082-2ed574a409e1,Data object,21022024-11:03:02,,,,,,,,"Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR."
159,Server,Computer die in een netwerk een ondersteunende taak vervult.,Class,,{3AFD7E5F-8061-4776-A332-334AF4125E7D},,ICT,,,id-3afd7e5f-8061-4776-a332-334af4125e7d,Business object,21022024-11:03:02,,,,,,,,
160,Software,"Een geheel van computerprogramma's met bijbehorende data, die bewerkingen en taken uitvoeren",Class,,{0B3C37DD-42A1-4b6b-B534-CD276112FD3B},,ICT,,,id-0b3c37dd-42a1-4b6b-b534-cd276112fd3b,Business object,21022024-11:03:02,,,,,,,,
161,Storing,Verlies van de mogelijkheid om volgens een specificatie te werken of om het vereiste resultaat te leveren.,Class,,{4E5F272E-00CA-481c-A51B-7D08B5E6B0A9},,ICT,,,id-4e5f272e-00ca-481c-a51b-7d08b5e6b0a9,Business object,21022024-11:03:02,,,,,,,,
