,naam,definitie,archimate-type,uml-type,gemma-guid,ggm-guid,bron,toelichting,toelichting,synoniemen,domein-iv3,domein-dcat,domein-gemma,datum-tijd-export
480,Behandelsoort,Typering van een behandeling,Data object,Class,id-4f518962-5ea3-4f56-8379-3a835ffe84ca,{4F518962-5EA3-4f56-8379-3A835FFE84CA},,,,,,,,25102023-07:53:00
481,Bijzonderheid,Kenmerkende eigenschap,Business object,Class,id-77a962e5-889a-4af6-adfd-37c3ee8c48f0,{77A962E5-889A-4af6-ADFD-37C3EE8C48F0},,,,,,,,25102023-07:53:00
482,Bijzonderheidsoort,Typering van een bijzonderheid,Data object,Class,id-03bb6341-7c3e-4a4b-9207-6a2eb9d116fe,{03BB6341-7C3E-4a4b-9207-6A2EB9D116FE},,,,,,,,25102023-07:53:00
483,Caseaanmelding,Verzoek tot toelating,Data object,Class,id-294e3981-c1ef-451e-ae2b-758ec4e4b284,{294E3981-C1EF-451e-AE2B-758EC4E4B284},,,,,,,,25102023-07:53:00
484,Doelstelling,Een op korte of middellange termijn nagestreefde situatie,Business object,Class,id-28c572b5-c147-4b99-b920-00062c843fde,{28C572B5-C147-4b99-B920-00062C843FDE},,,,,,,,25102023-07:53:00
485,Doelstellingsoort,Typering van een doelstellig,Data object,Class,id-79a14af2-f1f9-43a3-914b-fd04cb609f44,{79A14AF2-F1F9-43a3-914B-FD04CB609F44},,,,,,,,25102023-07:53:00
486,SociaalTeamDossier,,Data object,Class,id-a22b8038-3c04-44a7-8e75-90a3a5e2615b,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},,,,,,,,25102023-07:53:00
487,SociaalTeamDossierSoort,,Data object,Class,id-e81990ba-1b6e-4e2a-9910-1e02cddd53a6,{E81990BA-1B6E-4e2a-9910-1E02CDDD53A6},,,,,,,,25102023-07:53:00
488,Belprovider,Leverancier of dienstverlener van modiele beldiensten,Business object,Class,id-6c283aba-c1a3-465b-b267-39e75d06e41f,{6C283ABA-C1A3-465b-B267-39E75D06E41F},,,,,,,,25102023-07:53:00
489,Mulder Feit,,Data object,Class,id-4ea4d754-fad7-4caf-8060-342689ec16fe,{4EA4D754-FAD7-4caf-8060-342689EC16FE},,,,,,,,25102023-07:53:00
490,Naheffing,Het achteraf vorderen van te weinig betaalde belasting ,Business object,Class,id-4957ac99-3f36-4959-a210-9ec6759b87f8,{4957AC99-3F36-4959-A210-9EC6759B87F8},,,,Navordering,,,,25102023-07:53:00
491,Parkeergarage,Open constructie die geheel of gedeeltelijk in gebruik is als voorziening voor het parkeren van voertuigen,Business object,Class,id-8f492648-6ef2-4f8a-87c9-2440230d4137,{8F492648-6EF2-4f8a-87C9-2440230D4137},,,,,,,,25102023-07:53:00
492,Parkeerrecht,Het onder bepaalde voorwaarden (zoals betaling parkeerbelasting of parkeergeld) ontstane recht om een voertuig gedurende een bepaalde of onbepaalde periode op een daartoe benoemde parkeerplaats of in/op een daartoe benoemde parkeervoorziening te parkeren.,Business object,Class,id-9e0936e5-6b50-4205-ba5d-feb80486d6f1,{9E0936E5-6B50-4205-BA5D-FEB80486D6F1},,,,,,,,25102023-07:53:00
493,Parkeerscan,Waarneming van een parkeeractie door een scanauto,Business object,Class,id-653eeea7-ed82-427d-bd72-86c847793ad6,{653EEEA7-ED82-427d-BD72-86C847793AD6},,,,,,,,25102023-07:53:00
494,Parkeervergunning,Offici√´le toestemming dat je op een bepaalde plek mag parkeren,Business object,Class,id-ff448272-ab9d-4ec9-b4be-e60e2552817a,{FF448272-AB9D-4ec9-B4BE-E60E2552817A},,,,,,,,25102023-07:53:00
495,Parkeervlak,Parkeergelegenheid bestemd voor het parkeren van √©√©n of meerdere voertuigen direct langs de doorgaande weg gelegen.,Business object,Class,id-5e5c58ad-1634-4656-a183-eba00f18f30e,{5E5C58AD-1634-4656-A183-EBA00F18F30E},,,,,,,,25102023-07:53:00
496,Perkeerzone,,Data object,Class,id-27219a32-3b52-4f54-aa67-a972f4b7d9d0,{27219A32-3B52-4f54-AA67-A972F4B7D9D0},,,,,,,,25102023-07:53:00
497,Productgroep,Groepering van producten,Data object,Class,id-209acadd-34c7-4dc8-90ad-c6b3e092fbfd,{209ACADD-34C7-4dc8-90AD-C6B3E092FBFD},,,,,,,,25102023-07:53:00
498,Productsoort,Typologie van een product,Data object,Class,id-1cb4051d-b78a-48f0-ae3e-a98d997a5612,{1CB4051D-B78A-48f0-AE3E-A98D997A5612},,,,,,,,25102023-07:53:00
499,Straatsectie,Gedeelte van een straat,Data object,Class,id-339accd5-1d13-4a48-83de-05a0a4a54c43,{339ACCD5-1D13-4a48-83DE-05A0A4A54C43},,,,,,,,25102023-07:53:00
500,Voertuig,Vervoermiddel bestemd voor het verkeer over wegen,Business object,Class,id-6ad98160-ffe6-4105-a724-5d5733c87cd8,{6AD98160-FFE6-4105-A724-5D5733C87CD8},,,,,,,,25102023-07:53:00
501,Doelgroepenplaatsen,,Data object,Enumeration,id-f8add9af-76c0-425c-b059-18bb0aa20d28,{F8ADD9AF-76C0-425c-B059-18BB0AA20D28},,,,,,,,25102023-07:53:00
502,Zonesoort,,Data object,Enumeration,id-5dd4ae03-667c-45b9-a46a-320077ac2926,{5DD4AE03-667C-45b9-A46A-320077AC2926},,,,,,,,25102023-07:53:00
503,Stremming,Situatie waarbij de doorstroming van het (vaar)wegverkeer plaatselijk is geblokkeerd als gevolg van een incident,Business object,Class,id-999725ee-737f-410e-906b-9865ebed3597,{999725EE-737F-410e-906B-9865EBED3597},,,,,,,,25102023-07:53:00
504,Strooidag,Dag waarop op wegen gestrooid wordt ter voorkoming van gladheid,Data object,Class,id-e2448a6d-3ae0-4884-ad5c-215a9e7166de,{E2448A6D-3AE0-4884-AD5C-215A9E7166DE},,,,,,,,25102023-07:53:00
505,Strooiroute,Traject waarop het strooien plaatsvindt,Business object,Class,id-73090ff8-12fd-471e-80fd-dbfb2ff97d7b,{73090FF8-12FD-471e-80FD-DBFB2FF97D7B},,,,,,,,25102023-07:53:00
506,Strooiroute Uitvoering,De route die uiteindelijk is gevolgd voor het strooien ,Data object,Class,id-b825d33a-6dce-4263-a031-e6e92c4ee86b,{B825D33A-6DCE-4263-A031-E6E92C4EE86B},,,,,,,,25102023-07:53:00
507,V-Log-Info,V-log is een open standaard voor datalogging van een verkeersregelinstallatie.,Data object,Class,id-e4eebd4d-a41e-4c9d-8099-cda45bff0056,{E4EEBD4D-A41E-4c9d-8099-CDA45BFF0056},,,,,,,,25102023-07:53:00
508,Verkeersbesluit,"Een besluit van een wegbeheerder om een bepaald verkeersteken te plaatsen, te wijzigen of in te trekken of een bepaalde fysieke maatregel te treffen. ",Business object,Class,id-3f83daa3-c37f-42b2-8d35-d75b840172f8,{3F83DAA3-C37F-42b2-8D35-D75B840172F8},,,,,,,,25102023-07:53:00
509,Verkeerstelling,"Een onderzoek om inzicht te krijgen in het verkeer, in de hoeveelheid verkeer, de verdeling en de gereden snelheid.",Business object,Class,id-dbe739fd-ebc4-4650-8a2b-714294a63a73,{DBE739FD-EBC4-4650-8A2B-714294A63A73},,,,,,,,25102023-07:53:00
510,Aantal Gehinderden,,Data object,Enumeration,id-c00a2866-8f7d-4be3-a676-794c9a477556,{C00A2866-8F7D-4be3-A676-794C9A477556},,,,,,,,25102023-07:53:00
511,Hindercategorie,"De totale impact van hinder voor alle weggebruikers. Dit is op basis van de hinderklasse en het aantal gehinderde weggebruikers bepaald. Zie 'Werkwijze Minder Hinder' van Ministerie van Infrastructuur en Milieu. 

URL: https://www.rijkswaterstaat.nl/zakelijk/zakendoen-met-rijkswaterstaat/werkwijzen/werkwijze-in-gww/communicatie-bij-werkzaamheden/werkwijzers-minder-hinder.aspx",Data object,Enumeration,id-a1a8b6c1-3607-4c64-92cc-364470368c3e,{A1A8B6C1-3607-4c64-92CC-364470368C3E},,,,,,,,25102023-07:53:00
512,Hinderklasse,"Op basis van ""Werkwijzer MinderHinder Deel B, de uitwerking"" van Ministerie van Infrastructuur en Milieu.
zie https://www.rijkswaterstaat.nl/zakelijk/zakendoen-met-rijkswaterstaat/werkwijzen/werkwijze-in-gww/communicatie-bij-werkzaamheden/werkwijzers-minder-hinder.aspx
",Data object,Enumeration,id-9387d652-a431-4f4c-9f35-4db0a102b1ef,{9387D652-A431-4f4c-9F35-4DB0A102B1EF},,,,,,,,25102023-07:53:00
513,Stremmingstatus,,Data object,Enumeration,id-94230a7b-8876-4a0b-b660-424e397045b2,{94230A7B-8876-4a0b-B660-424E397045B2},,,,,,,,25102023-07:53:00
514,Aanwezige Deelnemer,iemand die meedoet aan eencollege- of raadsvergadering,Business object,Class,id-f1e55dc7-0f33-40ea-8713-2e1ac3d7ee8d,{F1E55DC7-0F33-40ea-8713-2E1AC3D7EE8D},,,,,,,,25102023-07:53:00
515,Agendapunt,Een onderwerp dat in de vergadering wordt behandeld.,Data object,Class,id-73fb5212-40ed-40dc-b837-36588840445a,{73FB5212-40ED-40dc-B837-36588840445A},,,,,,,,25102023-07:53:00
516,Categorie,Categorie waarop leveranciers zich voor de levering van personeel voor kunnen kwalificeren,Data object,Class,id-b9b82b25-5d7f-4d2b-84f9-4df74525eead,{B9B82B25-5D7F-4d2b-84F9-4DF74525EEAD},,,,,,,,25102023-07:53:00
517,Collegelid,Iemand die behoort het college van burgemeester en wethouders,Business object,Class,id-7b9eddfd-57f7-4ff2-938f-fdfa3b503da8,{7B9EDDFD-57F7-4ff2-938F-FDFA3B503DA8},,,,,,,,25102023-07:53:00
518,Commissie,Toine deze is voor jou,Business object,Class,id-cb27d699-f82b-45ad-823a-b2b51bcaecba,{CB27D699-F82B-45ad-823A-B2B51BCAECBA},,,,,,,,25102023-07:53:00
519,Dossier,Samenhangende set gegevens en informatie voor een specifiek doel,Business object,Class,id-475e24c9-cc9a-49cc-ab80-8ca0221441e5,{475E24C9-CC9A-49cc-AB80-8CA0221441E5},,,,,,,,25102023-07:53:00
520,Indiener,Persoon die meldiing of aanvraag doet,Business object,Class,id-98cb3c6f-588b-479f-9a2b-f5d5362dd17c,{98CB3C6F-588B-479f-9A2B-F5D5362DD17C},,,,,,,,25102023-07:53:00
521,Programma,"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.",Data object,Class,id-ca56a59a-f855-4c19-89be-578b12481ea0,{CA56A59A-F855-4c19-89BE-578B12481EA0},,,,,,,,25102023-07:53:00
522,Raadslid,Iemand die behoort de gemeenteraad,Business object,Class,id-5772bebb-97fa-42a9-b70d-db55ead6d1ee,{5772BEBB-97FA-42a9-B70D-DB55EAD6D1EE},,,,,,,,25102023-07:53:00
523,Raadsstuk,Stuk dat door de gemeenteraad wordt behandeld,Business object,Class,id-440219a4-c64b-4eac-ade5-e79ed6aa9bfe,{440219A4-C64B-4eac-ADE5-E79ED6AA9BFE},,,,,,,,25102023-07:53:00
524,Stemming,"Stem (openbaring van iemands mening (voor of tegen)),  uitbrengen bij verkiezingen of bij een vergadering",Business object,Class,id-331c4a0b-1505-4945-a0b0-dcd8703ab50f,{331C4A0B-1505-4945-A0B0-DCD8703AB50F},,,,,,,,25102023-07:53:00
525,Taakveld,Een samenhangend geheel van activiteiten en taken en hangt onder een programma.,Data object,Class,id-01e83cec-d69d-47eb-9bab-252aabaddd18,{01E83CEC-D69D-47eb-9BAB-252AABADDD18},,,,,,,,25102023-07:53:00
526,Vergadering,Een bijeenkomst van meerdere mensen (meestal van eenzelfde organisatie) die met elkaar spreken en/of afspraken maken over de gemeenschappelijke toekomst.,Business object,Class,id-257f4abf-7ccd-453f-b2e8-5a6434383a9b,{257F4ABF-7CCD-453f-B2E8-5A6434383A9B},,,,,,,,25102023-07:53:00
527,Deelnemersrol,,Data object,Enumeration,id-e2edc770-08eb-4298-a2ba-f7943acd695f,{E2EDC770-08EB-4298-A2BA-F7943ACD695F},,,,,,,,25102023-07:53:00
528,Stemmingsresultaattype,,Data object,Enumeration,id-0a3a2e20-2a67-4e16-b11e-36c09f94331d,{0A3A2E20-2A67-4e16-B11E-36C09F94331D},,,,,,,,25102023-07:53:00
529,Stemmingstype,,Data object,Enumeration,id-368eb061-7cf3-4115-bb21-3c618782f205,{368EB061-7CF3-4115-BB21-3C618782F205},,,,,,,,25102023-07:53:00
530,Contact,Persoon waarmee communicatie plaatsvindt,Data object,Class,id-3bf6985c-06ab-4cfc-9a0e-5cc37c224245,{3BF6985C-06AB-4cfc-9A0E-5CC37C224245},,,,,,,,25102023-07:53:00
531,Hotel,Gebouw waar je tegen betaling kunt logeren.,Business object,Class,id-5805fa72-c0ce-43c1-a53f-b81166aefdd4,{5805FA72-C0CE-43c1-A53F-B81166AEFDD4},,,,,,,,25102023-07:53:00
532,Hotelbezoek,Verblijf in een hotel,Business object,Class,id-669000e9-25d6-4346-b718-516cdb8b88b7,{669000E9-25D6-4346-B718-516CDB8B88B7},,,,,,,,25102023-07:53:00
533,Verkooppunt,Locatie waar iets wordt verkocht,Business object,Class,id-8f05e7ba-e7ed-45d1-9626-c8d7fbdb2f1b,{8F05E7BA-E7ED-45d1-9626-C8D7FBDB2F1B},,,,,,,,25102023-07:53:00
534,Werkgelegenheid,"De vraag naar arbeid, te berekenen door de totale productie te delen door de arbeidsproductiviteit per persoon.",Business object,Class,id-eb35f5b8-9289-49cc-8df4-8bd20ec662a9,{EB35F5B8-9289-49cc-8DF4-8BD20EC662A9},,,,,,,,25102023-07:53:00
535,Winkelvloeroppervlak,Gemeten oppervlakte in vierkante meters van een winkel,Data object,Class,id-0eaba880-434f-41c3-a41d-0002222aac2a,{0EABA880-434F-41c3-A41D-0002222AAC2A},,,,,,,,25102023-07:53:00
536,Aanvraag Leerlingenvervoer,Een aanvraag voor een leerling die recht heeft op vervoer van en naar onderwijs.,Business object,Class,id-07f40d10-74ac-4f56-8b71-a236a63c2122,{07F40D10-74AC-4f56-8B71-A236A63C2122},,,,,,,,25102023-07:53:00
537,AanvraagOfMelding,Komt overeen met een VJV,Business object,Class,id-66e2b5ba-44a0-4fde-ae33-e211ee4832c2,{66E2B5BA-44A0-4fde-AE33-E211EE4832C2},,,Via het Omgevingsloket kunnen initiatiefnemers een vergunningaanvraag of een melding indienen in het Digitaal Stelsel Omgevingswet (DSO). Duidelijke stappen en vragen leiden hen door dit proces. De overheid vertaalt hiervoor indieningsvereisten naar toepasbare regels voor het loket.,,,,,25102023-07:53:00
538,Aanvraagvrijstelling,Vrijstelling van een aanvraag voor leerlingenvervoer,Data object,Class,id-450f47a7-758f-400c-82eb-05535ebdd426,{450F47A7-758F-400c-82EB-05535EBDD426},,,,,,,,25102023-07:53:00
539,Beschikking Leerlingenvervoer,,Business object,Class,id-81870665-768c-4fb2-8a4f-a9cb7989c884,{81870665-768C-4fb2-8A4F-A9CB7989C884},,,,,,,,25102023-07:53:00
540,Beslissing,Selectie van een voorstelbare werkelijkheid (voorkeursvariant) uit een aantal mogelijke werkelijkheden (varianten) op basis van een verzameling van criteria.,Business object,Class,id-b65280cd-3429-4966-ad2d-cb3ee76ee2e8,{B65280CD-3429-4966-AD2D-CB3EE76EE2E8},,,,Besluit,,,,25102023-07:53:00
541,Doorgeleiding OM,,Business object,Class,id-90e49701-2a06-4669-9199-6fcfdfca707a,{90E49701-2A06-4669-9199-6FCFDFCA707A},,,,,,,,25102023-07:53:00
542,HALT-verwijzing,"Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.",Business object,Class,id-70e3c6af-1117-4cfc-b61f-0d168010ffb9,{70E3C6AF-1117-4cfc-B61F-0D168010FFB9},,,"Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf. Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf. Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-straf.",,,,,25102023-07:53:00
543,Klacht Leerlingenvervoer,Een uiting van ontevredenheid over het vervoer van leerlingen.,Business object,Class,id-07fe66e8-8316-406b-a590-922c2e7b4305,{07FE66E8-8316-406b-A590-922C2E7B4305},,,,,,,,25102023-07:53:00
544,Leerplichtambtenaar,Ambtenaar die toezicht houdt op de uitvoering van de leerplichtwet.,Business object,Class,id-b369b374-f560-4ea6-9a8b-dbbcb4961eff,{B369B374-F560-4ea6-9A8B-DBBCB4961EFF},,,,,,,,25102023-07:53:00
545,Procesverbaal Onderwijs,,Business object,Class,id-697f1730-b439-4b35-8799-1b2e9ab04548,{697F1730-B439-4b35-8799-1B2E9AB04548},,,,,,,,25102023-07:53:00
546,Verlofaanvraag,"Een verzoek om toestemming te krijgen iets te doen, bijvoorbeeld vakantie of studie",Data object,Class,id-e9dece41-f7f5-49f1-94b5-63de941f6094,{E9DECE41-F7F5-49f1-94B5-63DE941F6094},,,,,,,,25102023-07:53:00
547,Vervoerder,"Degene die openbaar vervoer of besloten busvervoer verricht, niet in de hoedanigheid van bestuurder van een auto, bus, trein, metro, tram of een via een geleidesysteem voortbewogen voertuig.",Business object,Class,id-613e192a-d0f2-4e67-be73-51c09197ee3d,{613E192A-D0F2-4e67-BE73-51C09197EE3D},,,,,,,,25102023-07:53:00
548,Verzuimmelding,Een melding dat een leerling niet op school verschijnt. De school moet actie ondernemen naar de leerling (en zijn ouders). Een school moet het verzuim melden bij de gemeente. ,Data object,Class,id-252c70b1-4e02-4033-b2b5-86f65496d7ab,{252C70B1-4E02-4033-B2B5-86F65496D7AB},,,,,,,,25102023-07:53:00
549,Vrijstelling,,Business object,Class,id-b8584cd2-a54a-4a59-82b6-a597a0864cfa,{B8584CD2-A54A-4a59-82B6-A597A0864CFA},,,,,,,,25102023-07:53:00
550,Ziekmelding Leerlingenvervoer,Een melding van een zieke leerling die recht heeft op vervoer van en naar onderwijs.,Business object,Class,id-7689a6b7-2a9e-42db-a028-e4601305dbff,{7689A6B7-2A9E-42db-A028-E4601305DBFF},,,,,,,,25102023-07:53:00
551,Sanctiesoort,,Data object,Enumeration,id-ba10c3e6-8f44-4f8d-b532-ded61e368f5e,{BA10C3E6-8F44-4f8d-B532-DED61E368F5E},,,,,,,,25102023-07:53:00
552,Verzuimsoort,Typologie van verzuim,Data object,Enumeration,id-0060d931-6bba-480d-adca-0a74908c39a4,{0060D931-6BBA-480d-ADCA-0A74908C39A4},,,,,,,,25102023-07:53:00
553,Vrijstellingsoort,,Data object,Enumeration,id-bab0be8c-4084-4618-bac0-50b383b94d79,{BAB0BE8C-4084-4618-BAC0-50B383B94D79},,,,,,,,25102023-07:53:00
554,Inschrijving,Deelname van iemand aan een opleiding bij een onderwijsinstelling.,Business object,Class,id-cffd5f20-5fa9-4d93-ad34-6867d64a58b9,{CFFD5F20-5FA9-4d93-AD34-6867D64A58B9},,,,,,,,25102023-07:53:00
555,Leerjaar,Is de codering van het jaar of het niveau waarin de leerling onderwijs volgt.,Business object,Class,id-d7eceb92-be50-4e30-9f27-54a008bc75df,{D7ECEB92-BE50-4e30-9F27-54A008BC75DF},,,,,,,,25102023-07:53:00
556,Leerling,"Mens die een opleiding volgt, heeft gevolgd of gaat volgen of opgaat of is opgegaan voor een toets. (Bron: KOI)",Business object,Class,id-266057af-58bd-42e1-b4d5-16eb266b9b7a,{266057AF-58BD-42e1-B4D5-16EB266B9B7A},,,,Onderwijsvolger,,,,25102023-07:53:00
557,Locatie,De locatie beschrijft middels co√∂rdinaten de ruimtelijke dimensie of ruimtelijke afbakening van een regel of van een objecttype die in de regel beschreven wordt. (CIMOW),Data object,Class,id-3119a4db-bb23-4adc-98bd-82f2d7996c6b,{3119A4DB-BB23-4adc-98BD-82F2D7996C6B},,,,,,,,25102023-07:53:00
558,Loopbaanstap,"Een logische en ook uitdagende stap naar een volgende functie binnen dezelfde functiefamilie of een andere, op hetzelfde schaalniveau of op een schaalniveau hoger.",Business object,Class,id-0e3de26b-c535-4a03-98a4-8d36dc3d5297,{0E3DE26B-C535-4a03-98A4-8D36DC3D5297},,,,,,,,25102023-07:53:00
559,Onderwijsloopbaan,"Loopbaan als leerling in het onderwijs; loopbaan als leerling op school; tijd die iemand als leerling heeft doorgebracht op school, vaak met de bijgedachte aan de daarbij opgedane kennis en ervaring; tijd die men schoolgegaan heeft; onderwijscarri√®re; schoolloopbaan; schoolcarri√®re; schooltijd; de schooljaren",Business object,Class,id-f47ace79-c476-479f-a3a3-729e65af3d32,{F47ACE79-C476-479f-A3A3-729E65AF3D32},,,,,,,,25102023-07:53:00
560,Onderwijsniveau,De hoogte van een soort onderwijs in relatie tot andere soorten onderwijs,Business object,Class,id-96ab51d0-52e5-4515-b21f-98b30c4b9c42,{96AB51D0-52E5-4515-B21F-98B30C4B9C42},,,,,,,,25102023-07:53:00
561,Onderwijssoort,Typologie voor onderwijs,Data object,Class,id-8af9fae6-13d8-484d-97f5-2a3839bc8618,{8AF9FAE6-13D8-484d-97F5-2A3839BC8618},,,,,,,,25102023-07:53:00
562,Ouder Of Verzorger,,Data object,Class,id-51c8e3df-fff4-4a20-9cb2-aa5fa50579e2,{51C8E3DF-FFF4-4a20-9CB2-AA5FA50579E2},,,,,,,,25102023-07:53:00
563,School,"Gebouw in gebruik voor basis, middelbaar of hoger onderwijs.",Business object,Class,id-32dfc5dd-79d9-45d5-8f9d-7d5125961817,{32DFC5DD-79D9-45d5-8F9D-7D5125961817},,,,,,,,25102023-07:53:00
564,Startkwalificatie,Diploma van een opleiding als bedoeld in de WEB of een diploma hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs als bedoeld in de WVO;,Business object,Class,id-e8301577-1a49-43cf-a2ca-0f042584ebb3,{E8301577-1A49-43cf-A2CA-0F042584EBB3},,,,,,,,25102023-07:53:00
565,Uitschrijving,Beeindiging van een inschrijving van een leerling bij een school,Business object,Class,id-133af611-9fa0-4a09-bf12-74c5fa5f6f60,{133AF611-9FA0-4a09-BF12-74C5FA5F6F60},,,,,,,,25102023-07:53:00
566,Onderwijstype,,Data object,Enumeration,id-354aa899-00c3-4c36-93f7-0b364d331c93,{354AA899-00C3-4c36-93F7-0B364D331C93},,,,,,,,25102023-07:53:00
567,Archeologiebesluit,Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie,Data object,Class,id-836e51bf-65e9-4482-b555-c9ab737d264d,{836E51BF-65E9-4482-B555-C9AB737D264D},,,,,,,,25102023-07:53:00
568,Artefact,"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt. ",Business object,Class,id-2c230ee7-036d-48be-b82a-ff45598170f7,{2C230EE7-036D-48be-B82A-FF45598170F7},,,,"artefacten, voorwerp, voorwerpen",,,,25102023-07:53:00
569,Artefactsoort,Typering van artefacten,Data object,Class,id-67cf25eb-ebb0-4185-8171-1f9dd3b5d212,{67CF25EB-EBB0-4185-8171-1F9DD3B5D212},,,,,,,,25102023-07:53:00
570,boring,,Data object,Class,id-e11fdca7-7538-4353-83ff-72164d928452,{E11FDCA7-7538-4353-83FF-72164D928452},,,,,,,,25102023-07:53:00
571,Doos,Een afsluitbaar object waar iets in wordt opgeborgen of verpakt.,Data object,Class,id-703cafcf-fdc0-4861-aa76-1692303de7be,{703CAFCF-FDC0-4861-AA76-1692303DE7BE},,,"Een doos bestaat meestal uit gevouwen karton, eventueel met lijm of plakband dichtgezet. In deze vorm heeft het vaak de vorm van een balk. Met een doos wordt meestal een grote kartonnen doos bedoeld, met geen andere functie dan verpakking of opslag. Voorbeelden zijn een verhuisdoos en een schoenendoos. Een ander soort doos is een tekendoos en is meestal van hout.",,,,,25102023-07:53:00
572,Kaart,De geografische weergave van een gedeelte van het aardoppervlak,Business object,Class,id-f28dde36-7be4-45f7-a820-fff0261caa4e,{F28DDE36-7BE4-45f7-A820-FFF0261CAA4E},,,,,,,,25102023-07:53:00
573,Vindplaats,Een plek waar men iets gevonden heeft.,Business object,Class,id-84ded9a9-2d33-4a77-94f2-29657024590f,{84DED9A9-2D33-4a77-94F2-29657024590F},,,,Vindplaatsen,,,,25102023-07:53:00
574,locatie,,Data object,Class,id-f25ee5a8-2cf4-498b-8dad-8eee48faf3a5,{F25EE5A8-2CF4-498b-8DAD-8EEE48FAF3A5},,,,,,,,25102023-07:53:00
575,Magazijnlocatie,Locatie van een magazijn,Data object,Class,id-4c1543fd-250b-4291-9b23-bc9d3d9c0c4a,{4C1543FD-250B-4291-9B23-BC9D3D9C0C4A},,,,,,,,25102023-07:53:00
576,Magazijnplaatsing,Het ergens neerzetten van een object in een magazijn.,Data object,Class,id-f954fb72-ae88-4a0e-a3d8-555fcf8d9c9f,{F954FB72-AE88-4a0e-A3D8-555FCF8D9C9F},,,,,,,,25102023-07:53:00
577,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",Business object,Class,id-e42a32f7-262f-4005-9eb9-4674b76e8825,{E42A32F7-262F-4005-9EB9-4674B76E8825},,,,,,,,25102023-07:53:00
578,Put,"Grondspoor, veelal verstevigd en gefundeerd aangelegd, bedoeld voor de tijdelijke opslag van danwel water (waterput) danwel uitwerpselen en afval (beerput).",Data object,Class,id-17286ce1-21f2-454b-95a6-3e4c0c6e2453,{17286CE1-21F2-454b-95A6-3E4C0C6E2453},,,,,,,,25102023-07:53:00
579,Spoor,Een blijk van eerdere aanwezigheid.,Data object,Class,id-14939c33-2dce-41bf-a2be-ff1edd292fe7,{14939C33-2DCE-41bf-A2BE-FF1EDD292FE7},,,"In enge zin is het een afdruk in de grond, bijvoorbeeld van schoenen, voeten, poten of banden. Meer algemeen worden ook andere veranderingen op een locatie of route sporen genoemd, en, nog algemener, ook andere aanwijzingen voor te achterhalen informatie.",Overblijfsel,,,,25102023-07:53:00
580,Stelling,"Een systeem om goederen op te slaan die worden vervoerd en opgeslagen op pallets, in bundels of per stuk.(Wikipedia)",Data object,Class,id-382d408f-41a3-49d2-9f66-dffa6c75590d,{382D408F-41A3-49d2-9F66-DFFA6C75590D},,,,Stellingkast,,,,25102023-07:53:00
581,Vlak,"Plat, oneindig oppervlak of vari√´teit zonder enige kromming. ",Data object,Class,id-0644bd52-8c2b-462d-94b9-9c99908952f5,{0644BD52-8C2B-462d-94B9-9C99908952F5},,,,,,,,25102023-07:53:00
582,Vondst,"Overblijfsel, voorwerp of ander spoor van menselijke aanwezigheid in het verleden afkomstig van een archeologisch monument",Business object,Class,id-f8283401-70f8-41b8-a97c-32a9074ad4b1,{F8283401-70F8-41b8-A97C-32A9074AD4B1},,,,Archeologische vondst,,,,25102023-07:53:00
583,Vulling,"Dunne wegeringsplank gebruikt om de ruimte tussen de bovenste kimweger en de onderste balkweger op te vullen (Sopers, 1974).",Data object,Class,id-8417459e-2193-44a2-a1ac-38c39ea93cbf,{8417459E-2193-44a2-A1AC-38C39EA93CBF},,,,Vullingen (plank),,,,25102023-07:53:00
