,naam,definitie,archimate-type,uml-type,gemma-guid,ggm-guid,bron,toelichting,toelichting,synoniemen,domein-iv3,domein-dcat,domein-gemma,datum-tijd-export
819,Idealisatie,Vastlegging van de manier de begrenzing van Locatie voor deze Juridische regel ge√Ønterpreteerd moet worden en door het bevoegd gezag bedoeld is.,Business object,Class,id-4942ab0a-804b-4043-bd3c-7f65e2d697e0,{4942AB0A-804B-4043-BD3C-7F65E2D697E0},,,"Voorbeeld: exact, indicatief. Indicatief kan gebruikt worden wanneer een grens berekend is en mogelijk niet overal geheel rekening houdt met de fysieke situatie ter plaatse.",,,,,25102023-07:53:00
820,Instructieregel,"<font color=""#032547""><b>Objecttype Instructieregel</b></font>
Naam Definitie
Toelichting
Instructieregel
De beschrijving van een juridische regel die een instructie is voor een extern omgevingsdocument of een orgaan.
Het betreft hier juridische regel die instructie geeft aan andere overheden, gericht op externe omgevingsdocumenten, of een taakuitoefening.
Een ander omgevingsdocument is bijvoorbeeld een Omgevingsplan, Omgevingsverordening en Waterschapsverordening.
Een taakuitoefening is voor bijvoorbeeld een gemeentebestuur of een wildbeheereenheid.
Een instructieregel is alleen gericht op een Omgevingsnorm of een Gebiedsaanduiding, zoals een Functie of een Beperkingengebied (en eventueel meerdere).",Business object,Class,id-a6c71e4c-cb46-41ae-8a61-c8080bb92a55,{A6C71E4C-CB46-41ae-8A61-C8080BB92A55},,,"Het betreft hier juridische regel die instructie geeft aan andere overheden, gericht op externe omgevingsdocumenten, of een taakuitoefening. Een ander omgevingsdocument is bijvoorbeeld een Omgevingsplan, Omgevingsverordening en Waterschapsverordening. Een taakuitoefening is voor bijvoorbeeld een gemeentebestuur of een wildbeheereenheid. Een instructieregel is alleen gericht op een Omgevingsnorm of een Gebiedsaanduiding, zoals een Functie of een Beperkingengebied (en eventueel meerdere).",,,,,25102023-07:53:00
821,Juridische Regel,"De beschrijving van een regel met juridische werkingskracht. Een regel betreft binnen de Omgevingswet veelal activiteiten, en/of normen en/of functies en/of beperkingengebieden.",Business object,Class,id-ddff98d8-99ff-47b5-82d1-7ff2376750d6,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},,,https://geonovum.github.io/TPOD/CIMOW/CIMOW_v2.1.0.pdf,,,,,25102023-07:53:00
822,Norm,"Omgevingswaarde of een omgevingsnorm, met een normatief karakter, die beschreven worden middels normwaarden. Een normwaarde kan kwalitatief of kwantitatief zijn.",Business object,Class,id-081f7413-a4d0-49e7-98e2-e0f3f4299750,{081F7413-A4D0-49e7-98E2-E0F3F4299750},,,"Een norm kan bestaan uit meerdere normwaarden, die dan veelal afzonderlijk gelden voor aparte gebieden. Bijvoorbeeld: de norm maximum bouwhoogte bestaat uit twee normwaarden: # maximum bouwhoogte 10 meter geldt voor een aantal locaties; # maximum bouwhoogte 12 meter geldt voor een aantal andere locaties. Een juridische regel geeft de norm als geheel werkingskracht (niet de individuele normwaarden).",,,,,25102023-07:53:00
823,Normwaarde,"√â√©n van de kwantitatieve of kwalitatieve waarden van een norm. De normwaarde geeft aan wat de specifieke kwantitatieve of kwalitatieve eisen zijn, inclusief de toewijzing ervan aan de specifieke locatie(s) waar de normwaarde voor geldt.",Business object,Class,id-58656d46-644b-4779-a473-739c5636ba0a,{58656D46-644B-4779-A473-739C5636BA0A},,,"Een gegevensgroeptype is geen object. Het is een apart type modelelement om een groep van kenmerken in onder te brengen, te weten de beschrijving van de normwaarde, de waarde zelf en de locatie waarvoor deze geldt.",,,,,25102023-07:53:00
824,Omgevingsnorm,Een norm over de fysieke leefomgeving die in een kwantitatieve of kwalitatieve waarde wordt uitgedrukt en geen omgevingswaarde is.,Business object,Class,id-f90f8e5e-7402-4c44-ac69-91a4175e5d47,{F90F8E5E-7402-4c44-AC69-91A4175E5D47},,,"Bijvoorbeeld: maximum bouwhoogte, maximum aantal parkeerplaatsen, maximum geluidbelasting, maximum aantal bezoekers Alle omgevingsnormen hebben als herkomst omgevingsdocumenten. De Omgevingsnorm is niet de regel zelf. De regel beschrijft wat er juridisch geldt voor dit object. De juridische tekst waarin dit object genoemd is, is te vinden in de juridische regel, en niet in dit object.",,,,,25102023-07:53:00
825,Omgevingswaarde,"Een norm die voor (een onderdeel van) de fysieke leefomgeving de gewenste staat of kwaliteit, de toelaatbare belasting door activiteiten en/of de toelaatbare concentratie of depositie van stoffen als beleidsdoel vastlegt.",Business object,Class,id-6b1f7274-19a7-4349-835e-85cbeffee35a,{6B1F7274-19A7-4349-835E-85CBEFFEE35A},,,"Bijvoorbeeld: streefwaarden of maximaal toelaatbare waarden voor luchtkwaliteit, kwaliteit van oppervlaktewater, grondwater of zwemwater. Alle omgevingswaarden hebben als herkomst omgevingsdocumenten. Omgevingswaarden worden uitgedrukt in meetbare of berekenbare eenheden of anderszins in objectieve termen. Een omgevingswaarde is bindend voor de overheid die de omgevingswaarde heeft vastgesteld en heeft geen rechtstreekse werking voor anderen. Omgevingswaarden zijn een concretisering van de maatschappelijke doelen die met de Omgevingswet worden nagestreefd. Zij hebben betrekking op de hoedanigheid en eigenschappen van de fysieke leefomgeving (de staat, kwaliteit of inrichting van de omgeving). Omgevingswaarden dienen als referentiekader bij de inzet van instrumenten en bevoegdheden van de overheid. De Omgevingswaarde is niet de regel zelf. De regel beschrijft wat er juridisch geldt voor dit object. De juridische tekst waarin dit object genoemd is, is te vinden in de juridische regel, en niet in dit object.",,,,,25102023-07:53:00
826,Omgevingswaarderegel,"Omgevingswaarderegel
De beschrijving van een juridische regel gericht op een gestelde omgevingswaarde.
Het betreft hier een juridische regel die verplichtingen oplegt aan het bevoegd gezag dat deze regel opstelt.
Een omgevingswaarderegel is alleen gericht op een Omgevingswaarde (eventueel meerdere).",Business object,Class,id-2fc6c6eb-df35-49e6-9694-1b8bd53537b0,{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},,,"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf.",,,,,25102023-07:53:00
827,Regel voor Iedereen,Een Juridische regel die voor eenieder werking heeft,Business object,Class,id-3d9d2e7b-525e-43d9-b08f-ede47f8a0c94,{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},,,"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf.",,,,,25102023-07:53:00
828,Thema,Kernachtige weergave van de grondgedachte achter een regel.,Data object,Class,id-55fc829a-906b-4cb7-87d7-5bbae59e07a8,{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},,,,,,,,25102023-07:53:00
829,Conclusie,Conclusie van de check. Antwoord op de vraag of ik een melding moet doen of een vergunning aan moet vragen voor een bepaalde activiteit.,Business object,Class,id-c2a7756c-87e9-44f0-85a9-673f3956bb48,{C2A7756C-87E9-44f0-85A9-673F3956BB48},,,,,,,,25102023-07:53:00
830,Indieningsvereisten,Dat wat de initiatiefnemer moet aanleveren om het bevoegd gezag een aanvraag te kunnen laten beoordelen. De indieningsvereisten is de set aan informatie (gegevens en / of bijlagen) die aan een aanvraag moet worden toegevoegd voor een bepaalde vergunning of melding.,Business object,Class,id-8587d910-7a9c-46d8-bf27-27433e9b6dad,{8587D910-7A9C-46d8-BF27-27433E9B6DAD},,,,,,,,25102023-07:53:00
831,Maatregelen,Beschrijft welke handelingen iemand moet uitvoeren om aan Voorschriften te kunnen voldoen.,Business object,Class,id-45591365-c55f-4735-9533-d3bbb0ab6571,{45591365-C55F-4735-9533-D3BBB0AB6571},,,,,,,,25102023-07:53:00
832,Toepasbare Regel,"<i>Vanwege de leesbaarheid wordt gewerkt met de term Toepasbare regel ipv regelbeheersobject</i>
<i>
</i><i>Een regelbeheerobject heeft een koppeling met een samenhangende set met regels om een afleiding te kunnen doen. Het regelbeheerobject ‘conclusie gevelaanpassing’ kan een vraag beantwoorden zoals: “Heb ik een vergunning nodig voor het veranderen van een kozijn, kozijninvulling of gevelpaneel”. Het regelbeheerobject ‘melding lozing’ beantwoordt de vraag “Wat moet ik aan informatie (gegevens en documenten) aanleveren als ik ga lozen vanuit particuliere huishoudens”. Het regelbeheerobject “Opslaan van gasolie smeerolie of afgewerkte olie in een bovengrondse opslagtank” </i>geeft aan welke maatregelen genomen dienen te worden.
Het regelbeheerobject is onderdeel van de functionele structuur. De set met regels is gedefinieerd in het Toepasbare regelbestand<sup>2</sup>.
",Business object,Class,id-10c06eb3-f94a-4005-9c66-0dae61b96192,{10C06EB3-F94A-4005-9C66-0DAE61B96192},,,,,,,,25102023-07:53:00
833,ToepasbareRegelBestand,Bestand met aangeleverde toepasbare regels,Data object,Class,id-3120d398-95c1-42fe-b10f-4f3b6bf15d1a,{3120D398-95C1-42fe-B10F-4F3B6BF15D1A},,,,,,,,25102023-07:53:00
834,Uitvoeringsregel,De uitvoeringsregels bepalen hoe de benodigde gegevens (input data) wordt uitgevraagd. Dit kan op verschillende manieren gebeuren zoals een vraag aan een initiatiefnemer of een bevraging van een registratie.,Business object,Class,id-1528d03c-4f22-4d6b-a44f-605802c195c4,{1528D03C-4F22-4d6b-A44F-605802C195C4},,,,,,,,25102023-07:53:00
835,MultiPuntLijn(Multi)Vlak,"Een samengesteld geometrie datatype waarbij wordt afgedwongen dat één van de voorkomens van de attributen geometrieMultiPunt, geometrieLijn, geometrieVlak of geometrieMultivlak moet worden toegepast. 
",Data object,DataType,id-3616725e-8abe-4756-9f76-ef38a8e7ce3d,{3616725E-8ABE-4756-9F76-EF38A8E7CE3D},Geonovum,,,,,,,25102023-07:53:00
836,BAGObjectnummering,Unieke objectaanduiding van een object uit de BAG binnen een gemeente.,Data object,DataType,id-ab8b30d0-fd1f-4c44-9396-bb05389ea20b,{AB8B30D0-FD1F-4c44-9396-BB05389EA20B},BAG,,,,,,,25102023-07:53:00
837,CompositeID,"Unieke identificatie door het Kadaster toegekend. De identificatie heeft een opbouw conform NEN3610:2011 maar 
namespaces zijn onder beheer van kadaster (CDMKAD, delen van IMKAD) of Geonovum/NEN3610 (IMKAD). 
 
",Data object,DataType,id-d0110970-3a90-451c-9ef3-abd4ad5aa82a,{D0110970-3A90-451c-9EF3-ABD4AD5AA82A},NEN3610,,,,,,,25102023-07:53:00
838,TypeBedrag,Een hoeveelheid geld in cijfers in een bepaalde valuta.,Data object,DataType,id-510a0b01-75f9-430e-9ff1-99911faa614e,{510A0B01-75F9-430e-9FF1-99911FAA614E},BRK,,,,,,,25102023-07:53:00
839,TypeBreuk,De uitkomst van een deling van een geheel getal (de teller) door een ander geheel getal (de noemer).,Data object,DataType,id-02c9fdb1-0f08-4cd9-80fe-319f83c26757,{02C9FDB1-0F08-4cd9-80FE-319F83C26757},BRK,,,,,,,25102023-07:53:00
840,TypeKadastraleAanduiding,De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.,Data object,DataType,id-db619b91-e690-49c0-88c0-733f37c0357b,{DB619B91-E690-49c0-88C0-733F37C0357B},BRK,,,,,,,25102023-07:53:00
841,TypeKadastraleAanduiding - Copy,De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.,Data object,DataType,id-6591ae17-4c53-4cc4-b18f-655d25e5b0be,{6591AE17-4C53-4cc4-B18F-655D25E5B0BE},BRK,,,,,,,25102023-07:53:00
842,TypeKoopsom,"Hetbedrag, waarvoor één of meer onroerende zaken zijn verkregen, het koopjaar en een indicator of het meerdere onroerende goederen betreft.
",Data object,DataType,id-72d99bce-f52f-4a19-90a6-5813db40066b,{72D99BCE-F52F-4a19-90A6-5813DB40066B},BRK,,,,,,,25102023-07:53:00
843,TypeLabel,De tekst en positie van een label. ,Data object,DataType,id-c74e1553-32ae-4fd8-9796-00c6e1c51a11,{C74E1553-32AE-4fd8-9796-00C6E1C51A11},BGT,,,,,,,25102023-07:53:00
844,TypeLabelpositie,"De positie van een label op de kaart, samengesteld uit plaatsingspunt en rotatiehoek. 
",Data object,DataType,id-5eec2c27-b576-4f86-9768-5e785592fa4f,{5EEC2C27-B576-4f86-9768-5E785592FA4F},BGT,,,,,,,25102023-07:53:00
845,TypeLandinrichtingsrente,"De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.",Data object,DataType,id-46a510e7-e757-4ad6-b697-df79fe87f4f2,{46A510E7-E757-4ad6-B697-DF79FE87F4F2},BRK,,,,,,,25102023-07:53:00
846,TypeLandinrichtingsrente - Copy,"De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.",Data object,DataType,id-ca528be2-8d22-440f-94bb-0209c7e9a2c0,{CA528BE2-8D22-440f-94BB-0209C7E9A2C0},BRK,,,,,,,25102023-07:53:00
847,Geslachtsaanduiding MEDEWERKER,,Data object,Enumeration,id-1a398341-6c0f-43b2-9a22-9df3cf68edf0,{1A398341-6C0F-43b2-9A22-9DF3CF68EDF0},,,,,,,,25102023-07:53:00
848,Soorten Klantcontact,,Data object,Enumeration,id-d2f0a41e-e49a-4d27-b0a2-def81c612a5b,{D2F0A41E-E49A-4d27-B0A2-DEF81C612A5B},,,,,,,,25102023-07:53:00
849,Vertrouwelijk aanduiding DOCUMENT,,Data object,Enumeration,id-6219c450-09bd-4b0d-887b-911f72edef1b,{6219C450-09BD-4b0d-887B-911F72EDEF1B},,,,,,,,25102023-07:53:00
850,Vervalreden BESLUIT,,Data object,Enumeration,id-4febd2da-6129-405c-9164-e27591f1dc44,{4FEBD2DA-6129-405c-9164-E27591F1DC44},,,,,,,,25102023-07:53:00
851,Boolean,,Data object,Enumeration,id-9bd0fbcb-1a9e-4cab-9280-0ebc428e38f7,{9BD0FBCB-1A9E-4cab-9280-0EBC428E38F7},,,,,,,,25102023-07:53:00
852,Gezinsrelatie,,Data object,Enumeration,id-8f83bd4f-86bf-459d-89ef-6e7ce6dca385,{8F83BD4F-86BF-459d-89EF-6E7CE6DCA385},,,,,,,,25102023-07:53:00
853,Huishoudensoort,"<b>Definitie</b>:

Typering van het huishouden naar grootte en verbondenheid.

<b>Toelichting</b>:

Voor de definities van institutioneel huishouden en particulier huishouden: zie de toelichting bij het objecttype Huishouden. Onder Thuiswonende kinderen wordt verstaan: alle in het huishouden van hun ouder(s) aanwezige eigen, pleeg-, stief- of adoptiekinderen die ongehuwd zijn en zelf geen kinderen hebben (CBS, Huishoudensprognose 1996). In een adresseerbaar object kunnen één of meer huishoudens wonen. In de tabel worden de huishoudens gekarakteriseerd, uitgaande van de CBS-Huishoudensprognose. Tot de categorie Overig particulier huishouden behoren bijvoorbeeld: een woongroep, studenten die gezamenlijk een huishouden vormen, een kamerbewoner die in zijn eigen onderhoud voorziet, twee zussen die samenwonen.",Data object,Enumeration,id-593847e0-1db5-4db9-89d0-bdbaa608a143,{593847E0-1DB5-4db9-89D0-BDBAA608A143},,,,,,,,25102023-07:53:00
854,aanduidingEigenaarGebruiker,Een aanduiding van alle waarden waarmee soort belang van een eigenaar / gebruiker wordt aangeduid. ,Data object,Enumeration,id-e5990f7b-3bd5-4e8f-9595-1f50fd952bd5,{E5990F7B-3BD5-4e8f-9595-1F50FD952BD5},,,,,,,,25102023-07:53:00
855,aanduidingInhoudingVermissingReisdocument,"De mogelijke waarden van de aanduiding van inhouding of vermissing van een Nederlands reisdocument. 
Zie logisch ontwerp BRP bij de stamtabellen
",Data object,Enumeration,id-9b477dcc-620f-4128-a65d-0cd045bce16b,{9B477DCC-620F-4128-A65D-0CD045BCE16B},,,,,,,,25102023-07:53:00
856,aangever,De aangever adreshouding mag alleen een binnen de centrale voorzieningen voorgedefinieerde waarde hebben. Zie logisch ontwerp BRP bij de stamtabellen,Data object,Enumeration,id-9fb86122-42dc-4375-abf7-018b98bd3a3f,{9FB86122-42DC-4375-ABF7-018B98BD3A3F},,,,,,,,25102023-07:53:00
857,burgelijkeStaat,Een aanduiding van alle waarden die een burgelijke staat kan aannemen,Data object,Enumeration,id-cc77021d-2e01-45a9-ba46-7705da27f49a,{CC77021D-2E01-45a9-BA46-7705DA27F49A},,,,,,,,25102023-07:53:00
858,adelijkeTitel,Zie logisch ontwerp BRP bij de stamtabellen,Data object,Enumeration,id-c27488af-81a5-4ae3-8838-c036ea0b3167,{C27488AF-81A5-4ae3-8838-C036EA0B3167},,,,,,,,25102023-07:53:00
859,bouwkundigeBestemming,Een aanduiding van alle waarden waarmee de bouwkundige bestemming van een gebouwd object kan worden verbijzonderd,Data object,Enumeration,id-f17dbeb0-cce5-46e8-920f-cdafad036e6a,{F17DBEB0-CCE5-46e8-920F-CDAFAD036E6A},,,,,,,,25102023-07:53:00
860,bronAdresBuitenland,,Data object,Enumeration,id-65ca94ea-cff1-4c4d-9294-81e513440961,{65CA94EA-CFF1-4c4d-9294-81E513440961},,,,,,,,25102023-07:53:00
861,codeExploitant,De verschillende rechten voor exploitatie van een perceel in eigendom van de gemeenten,Data object,Enumeration,id-c9165029-12d2-4ed4-9cfb-016353926d82,{C9165029-12D2-4ed4-9CFB-016353926D82},,,,,,,,25102023-07:53:00
862,functieOndersteunendWegdeel,Een aanduiding van alle waarden waarmee de functie van een ondersteunend wegdeel kan worden verbijzonderd,Data object,Enumeration,id-d01e5036-eac0-4cdb-a96b-e31bcaef106b,{D01E5036-EAC0-4cdb-A96B-E31BCAEF106B},,,,,,,,25102023-07:53:00
863,functieOndersteunendWegdeelPlus,De verschillende  waarden waarmee een nadere classificatie van de functie van een ondersteunend wegdeel kan worden aangegeven.,Data object,Enumeration,id-a2aa4009-a19e-4309-8bc7-8633cec76b49,{A2AA4009-A19E-4309-8BC7-8633CEC76B49},,,,,,,,25102023-07:53:00
864,functieSpoor,Een aanduiding van alle waarden waarmee de functie van een spoor kan worden verbijzonderd,Data object,Enumeration,id-3f8b80b4-05f9-4b76-b33b-2f9fd04aafa0,{3F8B80B4-05F9-4b76-B33B-2F9FD04AAFA0},,,,,,,,25102023-07:53:00
865,functieWeg,Een aanduiding van alle waarden waarmee het hoofdgebruiksdoel van een weg kan worden verbijzonderd,Data object,Enumeration,id-7bde072f-0e66-475b-9e1b-87112e0e538c,{7BDE072F-0E66-475b-9E1B-87112E0E538C},,,,,,,,25102023-07:53:00
866,functieWegPlus,De verschillende waarden waarmee een nadere categorisering van het gebruiksdoel van een weg kan worden verbijzonderd,Data object,Enumeration,id-0a81c802-df17-453f-b136-57844e8ea5cd,{0A81C802-DF17-453f-B136-57844E8EA5CD},,,,,,,,25102023-07:53:00
867,fysiekVoorkomenBegroeidTerrein,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een begroeid terrein kan worden verbijzonderd,Data object,Enumeration,id-62b611c8-140b-42dd-8327-d258eb9d9e92,{62B611C8-140B-42dd-8327-D258EB9D9E92},,,,,,,,25102023-07:53:00
868,fysiekVoorkomenBegroeidTerreinPlus,De verschillende waarden waarmee een nadere categorisering van het fysiek voorkomen van een begroeid terrein kan worden verbijzonderd,Data object,Enumeration,id-7ec13ce7-ecd4-4a02-8844-3fd6ac4c52c7,{7EC13CE7-ECD4-4a02-8844-3FD6AC4C52C7},,,,,,,,25102023-07:53:00
869,fysiekVoorkomenOnbegroeidTerrein,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een onbegroeid terrein kan worden verbijzonderd,Data object,Enumeration,id-3e70aed6-a01d-4482-8158-bc4ea16804cf,{3E70AED6-A01D-4482-8158-BC4EA16804CF},,,,,,,,25102023-07:53:00
870,fysiekVoorkomenOnbegroeidTerreinPlus,Een aanduiding van alle waarden waarmee een nadere categorisering van het fysiek voorkomen van een onbegroeid terrein kan worden verbijzonderd,Data object,Enumeration,id-a9a8dd54-7906-4a59-85cf-1d32b7806a68,{A9A8DD54-7906-4a59-85CF-1D32B7806A68},,,,,,,,25102023-07:53:00
871,fysiekVoorkomenOndersteunendWegdeel,Een aanduiding van alle waarden die de mate waarin een ondersteunend wegdeel al of niet verhard is weergeven,Data object,Enumeration,id-e3c11cc8-d5a9-468b-ad26-8b3d5464ea87,{E3C11CC8-D5A9-468b-AD26-8B3D5464EA87},,,,,,,,25102023-07:53:00
872,fysiekVoorkomenOndersteunendWegdeelPlus,"De verschillend waarden die een nadere classificatie van de mate waarin een ondersteunend wegdeel al of niet verhard is, kan aannemen.",Data object,Enumeration,id-ef39d22a-b429-43b3-8099-e45c7482ed41,{EF39D22A-B429-43b3-8099-E45C7482ED41},,,,,,,,25102023-07:53:00
873,fysiekVoorkomenWeg,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een weg kan worden verbijzonderd,Data object,Enumeration,id-a9215e2c-a24f-41b3-a44b-da59870ab17d,{A9215E2C-A24F-41b3-A44B-DA59870AB17D},,,,,,,,25102023-07:53:00
874,fysiekVoorkomenWegPlus,"De verschillende waarden die een nadere classificatie van de mate waarin een wegdeel al of niet verhard is, kan aannemen.",Data object,Enumeration,id-9e1309b5-d4b2-4413-ae03-5efa7eaf8041,{9E1309B5-D4B2-4413-AE03-5EFA7EAF8041},,,,,,,,25102023-07:53:00
875,gebruiksdoel,"Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan 
worden verbijzonderd.",Data object,Enumeration,id-6c1fc62b-ee66-4c73-bdbf-a59114a3806a,{6C1FC62B-EE66-4c73-BDBF-A59114A3806A},,,,,,,,25102023-07:53:00
876,geslacht,,Data object,Enumeration,id-5868306f-8b4e-4cd0-a47e-d171dae493d5,{5868306F-8B4E-4cd0-A47E-D171DAE493D5},,,,,,,,25102023-07:53:00
877,inwinningsmethodeOppervlakte,Een codering van de verschillende waarden die de inningswijze van een verkrijging oppervlakte kan aannemen.,Data object,Enumeration,id-c31cf2fb-6a99-4367-a8d5-dae5495547a5,{C31CF2FB-6A99-4367-A8D5-DAE5495547A5},,,,,,,,25102023-07:53:00
878,inwinningsmethodeGeometrie,Een codering van de verschillende waarden die de inwinning geometrie kan aannemen,Data object,Enumeration,id-c6594858-eb0f-4fe0-a8ad-b952291429e4,{C6594858-EB0F-4fe0-A8AD-B952291429E4},,,,,,,,25102023-07:53:00
879,naamgebruik,De voorgedefinieerde waarden van naamgebruik volgens de centrale voorzieningen. Zie attribuut <i>Naamgebruik</i> van groep A.1.12 Naamgebruik van BRP.,Data object,Enumeration,id-c252ce97-1239-44b4-9180-8dad48897fa0,{C252CE97-1239-44b4-9180-8DAD48897FA0},,,,,,,,25102023-07:53:00
880,ontsluitingswijzeVerdieping,De verschillende waarden die de ontsluiting van een verdieping kan aannemen.,Data object,Enumeration,id-96ffdd15-a8c1-46aa-a233-2f0f50dc9069,{96FFDD15-A8C1-46aa-A233-2F0F50DC9069},,,,,,,,25102023-07:53:00
881,predicaat,Een erenaam of betiteling van een persoon zoals die voorkomen in de centrale voorzieningen. Zie logisch ontwerp BRP bij de stamtabellen,Data object,Enumeration,id-258ff0b3-7c1c-42ae-85c2-5d59d08dc64e,{258FF0B3-7C1C-42ae-85C2-5D59D08DC64E},,,,,,,,25102023-07:53:00
882,redenEindeRelatie,De mogelijke redenen voor het beëindigen van een huwelijk of geregistreerd partnerschap. Zie logisch ontwerp BRP bij de stamtabellen,Data object,Enumeration,id-2c60dcda-1f7a-4b5a-8b07-90f38762146d,{2C60DCDA-1F7A-4b5a-8B07-90F38762146D},,,,,,,,25102023-07:53:00
883,redenWijzigingAdres,De aanduiding waarom het adres is gewijzigd.Zie logisch ontwerp BRP bij de stamtabellen,Data object,Enumeration,id-8555ee0f-7514-4a93-8469-fdaeb28e2626,{8555EE0F-7514-4a93-8469-FDAEB28E2626},,,,,,,,25102023-07:53:00
884,soortBewind,Een aanduiding van de soorten bewind  waaronder een niet natuurlijke persoon kan staan.,Data object,Enumeration,id-34742a68-fa8b-45fd-a99f-90889fa2c5dd,{34742A68-FA8B-45fd-A99F-90889FA2C5DD},,,,,,,,25102023-07:53:00
885,soortBijzondereRechtstoestandNatuurlijkPersoon,Een aanduiding van de bijzondere rechtstoestanden waarin een natuurlijke persoon kan verkeren,Data object,Enumeration,id-8b3f4f93-218f-4014-8698-a840e0d82ce4,{8B3F4F93-218F-4014-8698-A840E0D82CE4},,,,,,,,25102023-07:53:00
886,soortBijzondereRechtstoestandNietNatuurlijkPersoon,Een aanduiding van de bijzondere rechtstoestanden waarin een niet natuurlijke persoon kan verkeren,Data object,Enumeration,id-a67d8a18-d8ae-4898-a186-cf27566a7afc,{A67D8A18-D8AE-4898-A186-CF27566A7AFC},,,,,,,,25102023-07:53:00
887,soortGebruik,Typering van het WOZ-object naar soorten gebruik,Data object,Enumeration,id-2da8dc70-f107-4216-ba6a-16200f7b647d,{2DA8DC70-F107-4216-BA6A-16200F7B647D},,,,,,,,25102023-07:53:00
888,soortMigratie,A.1.23. Soort migratie van BRP,Data object,Enumeration,id-19b098f9-c63c-40ce-848d-093b73de8710,{19B098F9-C63C-40ce-848D-093B73DE8710},,,,,,,,25102023-07:53:00
889,soortPubliekrechtelijkRechtsvorm,Door de Kamers van Koophandel vastgestelde publiekrechtelijk rechtsvormen.,Data object,Enumeration,id-3e5210cc-dedd-494c-94a2-fa767d54275a,{3E5210CC-DEDD-494c-94A2-FA767D54275A},,,,,,,,25102023-07:53:00
890,soortRechtsvorm,"Door de Kamers van Koophandel vastgestelde rechtsvormen van binnenlandse rechtspersonen (in oprichting), samenwerkingsverbanden en buitenlandse vennootschap met een onderneming of vestiging in Nederland",Data object,Enumeration,id-ee5726f5-3fa7-4476-b74b-1c0775775f6b,{EE5726F5-3FA7-4476-B74B-1C0775775F6B},,,,,,,,25102023-07:53:00
891,soortWoonobject,"<font color=""#0f0f0f"">De verschillende waarden die een soort woonobject kan aannemen.</font>",Data object,Enumeration,id-f6bcd582-c397-4e96-be6d-55ffe7380df1,{F6BCD582-C397-4e96-BE6D-55FFE7380DF1},,,,,,,,25102023-07:53:00
892,statusWOZ-Beschikking,"<font color=""#0f0f0f"">De verschillende waarden die de status van een beschikking waarmee de waarde is vastgesteld, kan aannemen.</font>",Data object,Enumeration,id-af94ea13-2e6f-49fe-a6f8-1c599e9b27ec,{AF94EA13-2E6F-49fe-A6F8-1C599E9B27EC},,,,,,,,25102023-07:53:00
893,statusGeoObject,Een aanduiding van alle waarden van de status  die een geo-object kan aannemen.,Data object,Enumeration,id-0f81e79f-b306-40b9-adca-59a1e3f55d2b,{0F81E79F-B306-40b9-ADCA-59A1E3F55D2B},,,,,,,,25102023-07:53:00
894,StatLigplaatsStandplaats,"Een aanduiding van alle waarden die de status van een lig- of standplaats  
kan aannemen. ",Data object,Enumeration,id-c27a40ab-d4d2-497b-923f-9c2251708bef,{C27A40AB-D4D2-497b-923F-9C2251708BEF},,,,,,,,25102023-07:53:00
895,statusNummeraanduiding,Een aanduiding van alle  fases van de levenscyclus  die een  nummeraanduiding kan aannemen.,Data object,Enumeration,id-567c34a4-213a-4c9b-b96d-d339bac041a0,{567C34A4-213A-4c9b-B96D-D339BAC041A0},,,,,,,,25102023-07:53:00
896,statusOpenbareRuimte,Een aanduiding van alle fasen van de levenscyclus die een openbare ruimte kan aannemen.,Data object,Enumeration,id-65e6f13c-2892-4068-9881-8b27c8134f14,{65E6F13C-2892-4068-9881-8B27C8134F14},,,,,,,,25102023-07:53:00
897,statusPand,De verschillende waarden die de status van een pand kan aannemen. ,Data object,Enumeration,id-e2cc5dfc-c264-4c21-8e47-f551958e1c17,{E2CC5DFC-C264-4c21-8E47-F551958E1C17},,,,,,,,25102023-07:53:00
898,statusVerblijfsobject,Een aanduiding van alle waarden die de status van een verblijfsobject kan aannemen. ,Data object,Enumeration,id-7d71d6e8-89eb-4731-952b-fb4573d06dbe,{7D71D6E8-89EB-4731-952B-FB4573D06DBE},,,,,,,,25102023-07:53:00
