nr,GEMMA-naam,GGM-naam,GEMMA-guid,GGM-guid,GEMMA-type,GGM-uml-type,GEMMA-definitie,GGM-definitie,GEMMA-toelichting,GGM-toelichting,GEMMA-source-guid,GGM-source-guid,GEMMA-target-guid,GGM-target-guid,Datum-tijd-export
977,Ligt aan,Ligt aan,5c076032-8345-4935-8c68-45393f70af7d,{34F0EC28-CB38-4287-9F1F-10F93ADE6DB4},association-relationship,Association,,,,,f152bdf8-bd60-4c88-b739-e3091afdbf7a,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,{BFE30E32-8CB9-4272-A559-9FB3FD74DACC},18062026-11:55:11
978,,heeft als locatie-adres,,{2F6083B5-170E-46af-937A-5A13F67F58E6},,Association,,"De ADRESSEERBAAR OBJECT AANDUIDING bij het BENOEMD OBJECT waarin de VESTIGING (&#233;&#233;n van) haar lokatie(s) heeft en die bij inschrijving gekozen is als vestigingssadres.
",,,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},18062026-11:55:11
979,Ligt in,Ligt in,6710984e-4d8c-40a9-9b82-6a16b1d326fe,{FC710755-30A1-4382-ADFC-F6EEAF4DE383},association-relationship,Association,,,,,f152bdf8-bd60-4c88-b739-e3091afdbf7a,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},bedf86fb-8710-49fc-addb-e48a11b551ed,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
980,,objectidentificatie,,{DF16BEEE-FECB-48d9-B4D1-1F9E4CB9B23C},,Association,,,,,,{5DB3AE05-D225-403e-B376-F163CD463ECF},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
981,,heeft plaatsgevonden in,,{D21570BA-A563-482c-8387-A04B7B79C393},,Association,,,,,,{C9DD308F-7EA7-4c1a-BC7D-68077692C113},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
982,,ligt in,,{CC829D43-4015-4659-A5E0-EE20F563EE88},,Association,,,,,,{2F759BC4-7E3C-4ce9-94FF-33A4106A6E5A},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
983,,is gesloten/aangegaan in,,{63EFE2F5-4FD5-487e-9C3F-23836AC7DC54},,Association,,,,,,{28A0D7C0-DABF-403b-B263-22F424032A28},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
984,Ligt in,Ligt in,418bd6a5-e442-4f1c-a6c3-7a1c0baac9f6,{62D762C1-0619-4436-A35A-37EF3A010BE8},association-relationship,Association,,,,,d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,{BFE30E32-8CB9-4272-A559-9FB3FD74DACC},bedf86fb-8710-49fc-addb-e48a11b551ed,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
985,,is ontbonden in,,{597C9BB7-1AA0-4e62-BC7C-C8E6379DDD0B},,Association,,,,,,{10E7F112-407D-4099-9CC7-F6B53DD094BF},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
986,Ligt in,Ligt in,5d65bcbe-7f28-4007-94c9-398dfa10c121,{4D07451D-3D01-44ef-A953-BF6727EB0186},association-relationship,Association,,,,,bedf86fb-8710-49fc-addb-e48a11b551ed,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},f830bbc9-38d5-4f61-be23-79091f18282e,{EA6F820F-C458-4b24-8055-5C2CC76F5904},18062026-11:55:11
987,,verblijft op,,{4445E54E-3236-4e43-92CD-37AC15FB124E},,Association,,,,,,{E5E010C2-C1F3-4986-AA9A-C71C19263606},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
988,,heeft als correspondentieadres postadres in,,{32FC2297-3704-4d5e-ACEA-29634F47A45F},,Association,,,,,,{990C2EBD-AB9B-4f3f-AFF0-18BA11A552DA},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
989,,heeft plaatsegevonden in,,{2D794E8F-8411-4837-A299-6D36CA77C9A0},,Association,,,,,,{26BCBA8B-C96C-4fc1-8CC3-40698E0FB71E},,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
990,Ligt in,Ligt in,b4abf537-4d48-4a29-a6ea-b708e6236df7,{B5D02A06-9EDB-422c-A107-D4BDB500D438},association-relationship,Association,,,,,938a3b10-79fd-4571-aaed-cb7069369465,{120EA50B-B9A2-4869-A3BE-46931F631D33},bedf86fb-8710-49fc-addb-e48a11b551ed,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},18062026-11:55:11
991,ligt in,ligt in,20037e63-09d2-47bc-928c-546b7b928dcd,{2D684491-7079-4805-AC0F-906DCD61D5E8},association-relationship,Association,De wijk waarin de buurt is gelegen.,De wijk waarin de buurt is gelegen.,<memo>,,55246c30-a3e2-400f-89c4-c5b01f7f7da8,{38649FF6-88C6-437d-AF8E-A9023D55E16C},938a3b10-79fd-4571-aaed-cb7069369465,{120EA50B-B9A2-4869-A3BE-46931F631D33},18062026-11:55:11
992,,is,,{E471E71D-D793-403d-BDE8-69BF54783133},,Association,,,,,,{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},18062026-11:55:11
993,zonder verblijfsobject ligt in,zonder verblijfsobject ligt in,63fa5430-926d-4fe3-9cb3-db2a3cb8ab94,{DD1F44A8-B55B-40e6-A5CB-CC8555D9635D},association-relationship,Association,De BUURT waarin het PAND gelegen is waarbinnen zich geen verblijfsobjecten bevinden.,De BUURT waarin het PAND gelegen is waarbinnen zich geen verblijfsobjecten bevinden.,<memo>,,1affb298-091d-452a-83bd-29638650afb5,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},8772e7a6-24c8-454f-ab54-7d12c1849e97,{38649FF6-88C6-437d-AF8E-A9023D55E16C},18062026-11:55:11
994,heeft,heeft,2f5a56d1-cdb1-4de1-9bb6-a68c1df77572,{8FC49C86-553F-43d0-A5A3-088421D55DEE},association-relationship,Association,,,,,1affb298-091d-452a-83bd-29638650afb5,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},ac9bd49c-9861-44f3-adff-ffa256a08111,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},18062026-11:55:11
995,,zonder verblijfsobject ligt in,,{8C85AD33-E957-4c18-AC13-770D41B51F57},,Association,,,,,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},,{67CC2144-6B88-433c-853D-07379C66D6CF},18062026-11:55:11
996,bestaat uit,bestaat uit,76d03463-e42f-4091-b042-3d71acfdb1cd,{61B75FF9-74DC-47af-8BED-F20EEFF1ABD3},association-relationship,Association,De unieke aanduiding van het PAND dat geheel of gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.,De unieke aanduiding van het PAND dat geheel of gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.,<memo>,,8047febd-3ee4-4a35-83ce-5f538c607446,{EEC30588-0E12-41c9-977E-C885A0A7EDC3},1affb298-091d-452a-83bd-29638650afb5,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},18062026-11:55:11
997,,objectidentificatie,,{1F9E8A7E-8156-4e0a-8DAB-3C10605BFB19},,Association,,,,,,{5DB3AE05-D225-403e-B376-F163CD463ECF},,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},18062026-11:55:11
998,,Maakt deel uit van,,{03B513CB-774A-4ecf-899B-C168775FBD1C},,Association,,,,,,{461EFCF0-E65E-4c7c-B44D-8F36C36FDCE4},,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},18062026-11:55:11
999,,,,{868A0305-46EE-4dd7-99D3-35198598C18A},,Generalization,,,,,,{A9B89FF7-BCED-49fc-97A4-2A98BCED5B17},,{8E6BAEF8-1878-400f-9244-23575BD41EAB},18062026-11:55:11
1000,,,5517831e-a179-4dcf-b1c9-696df84b15ea,{23019C72-EC24-499e-A2EF-58190937DFD5},specialization-relationship,Generalization,,,,,113af80a-7e3e-41f6-8f79-8d0d48c4c257,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1001,,,c7057fa8-c6d1-4c09-a22b-c8b36765f8da,{DC562D5C-370F-4e49-9D81-1454BD5D73BB},specialization-relationship,Generalization,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},6cc6afe6-e4c6-4e2b-a359-f278b23700db,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},18062026-11:55:11
1002,,,fec7f377-4093-46e9-8580-f4678ca45c8d,{0051D0C2-0529-422f-9F8F-34BD200A2C9B},specialization-relationship,Generalization,,,,,ddefe4a6-d89c-432d-b27a-b96cb575b16a,{131BDD67-2A31-43c5-9125-F12DE2D98D2D},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
1003,,,fc148fcb-9ebb-472e-94c7-ca7c56d52a7e,{B8C56861-C624-4bb4-9DDC-F096ED47139C},specialization-relationship,Generalization,,,,,24e40e1f-4e7b-47ad-a1b3-4050e365f68a,{FE559B58-A6CD-4108-82BE-98E1AEBFD9BD},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
1004,,,,{7995B3F4-9366-472e-96A4-BCFBF6DFB7EB},,Generalization,,,,,,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},18062026-11:55:11
1005,,,30cd3a06-6963-4451-b872-48dda71451b0,{C571BFF8-D84B-481e-8A46-D9706B3AB3D1},specialization-relationship,Generalization,,,,,85452d63-8236-431f-9dde-cebfc88112b0,{59F3063A-13A6-4cbc-A387-045A6B126746},6eaed538-bcc5-4648-b0f2-4c5095b9f514,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},18062026-11:55:11
1006,,,6ef52cf0-939f-454f-a6a5-55ef7fd55e4e,{160B259E-634D-4b8a-A9BC-54EC52438F5F},specialization-relationship,Generalization,,,,,e21e51ee-3a32-444b-80c7-b6694ff37253,{E74D0D46-66EB-4deb-A540-7AB08E95F956},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1007,,,6876cb17-431e-4eec-9788-ad359774b553,{6B2C12F4-9570-41fc-A6D5-620F57C33612},specialization-relationship,Generalization,,,,,a6741440-a70f-4d05-b164-6a21b867b4d3,{8D52E9F1-9CC9-42c6-A347-E68E29718E55},671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,{8C809341-AC60-4378-8BA0-0843E8C06AF3},18062026-11:55:11
1008,,,374498b8-314b-4e29-a6f1-7758e5e7e94c,{F0BCB77A-4997-4d83-97EF-43AB2BA211E0},specialization-relationship,Generalization,,,,,eb838412-7041-4a22-a50d-fdd255391bc1,{EDC8B01F-4802-4562-BC41-C2CAD76880B6},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1009,,,,{D6C938D2-42AB-4780-884E-97918389B624},,Generalization,,,,,,{46386087-923F-402e-BB6B-6DE39D73349A},,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},18062026-11:55:11
1010,,,53695a85-a5c1-445a-9b63-ccafcd80a7f0,{05E467BB-6588-411b-9079-294A9FA41A1F},specialization-relationship,Generalization,,,,,b64affbe-e43f-4f32-acce-8900b6f409e8,{B75EE7EF-DC1F-47da-A95C-B9662075684D},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1011,,,52371dbe-a1f8-48d0-8d17-20d519090d93,{C3262888-F005-4505-A9C8-FB4E3404632B},specialization-relationship,Generalization,,,,,06ee795e-36b8-4e13-991d-02a5d91ef015,{5E06339C-13EE-44ca-BC40-0FC4B9DC8349},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1012,,,9b60f596-4841-4472-a38f-c0af181c91ea,{DC5627CF-74C4-41e0-BA28-FD785F297154},specialization-relationship,Generalization,,,,,3907c387-dc68-4c15-a98c-edd640042495,{17FCEF39-AB9D-4516-9C60-1DDA61D87356},bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,{44EC6082-2682-43c7-A52E-0AD05B06A046},18062026-11:55:11
1013,,,4d949cc4-9354-444a-adb2-6d0c3a4e5b7d,{B3EAA4F8-EB2B-438a-86BC-DDFBA14B473E},specialization-relationship,Generalization,,,,,92104ecd-beda-441d-b5fd-b6d2296969d0,{E8C75DAB-F9AE-4fe2-9114-870434F2EA80},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1014,,,709d651e-2029-41eb-abbd-908f758d4174,{36305C3C-7347-455c-85EB-A63018995066},specialization-relationship,Generalization,,,,,55c7fd37-4d03-45f4-b374-69aa690d1477,{D67A4AC2-9A17-4cd0-82D7-732A89018FDA},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1015,,,3ce32c19-4860-4363-a225-79bdcd023d13,{AD651614-CA9B-4f11-A212-CD12CB2830CD},specialization-relationship,Generalization,,,,,d35905fd-2aad-49e6-8ee5-5147c253a478,{0B3C37DD-42A1-4b6b-B534-CD276112FD3B},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1016,,,4247c165-e58a-4335-8d5c-707dc00cf202,{A785B084-F178-41fa-869D-2AE6BEF5BE7C},specialization-relationship,Generalization,,,,,4694a321-36db-4a54-a7ab-6c3895a4e288,{3AFD7E5F-8061-4776-A332-334AF4125E7D},5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},18062026-11:55:11
1017,,,35824aa8-abce-4629-ac30-f78bede892f2,{B8ECB96C-36B2-450e-AD4D-B1AA172E1BBF},specialization-relationship,Generalization,,,,,6a2e72c3-94f8-4dfd-a68c-03aab1279c75,{DD277E82-0CA5-4460-918F-9178B5F01886},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1018,,,cebdb83f-213d-46f5-b0fb-3f8795f384dc,{90A8858D-F461-497b-A5B8-498FE330EE0B},specialization-relationship,Generalization,,,,,5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1019,,,cb0ee56f-ca11-4f9b-a254-3d57aff48380,{5A9D905C-7FFC-4a63-A4EB-79CA083B2FD7},specialization-relationship,Generalization,,,,,764e6fdf-299f-4867-8257-7532f1e56ebf,{2E5F9AF9-D1BA-4dc0-9621-4101D24B8ABD},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1020,,,cbbc9496-a9bf-4324-89fa-2d6116a0727c,{EFA338EB-CD5F-4dca-9AC1-505E986514EB},specialization-relationship,Generalization,,,,,41cea01b-de1c-4ee5-92c4-776fe8a17753,{D0AB8CF6-F6CC-4337-BE07-DFE6B3CEFBB3},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1021,,,97a14f1a-e9b9-4d4c-bc5c-fca435e15610,{DB85B252-E0E1-44a7-81E3-93C293FD9B8C},specialization-relationship,Generalization,,,,,acbda3e0-9767-49bb-8d4c-2b5ea0160056,{6C92F0F8-BC92-428c-B729-1A10D515DAEF},f5365fcc-279e-42e5-bde4-e7b10700a8ed,{B027D022-41D9-4c63-A63D-8F5111689564},18062026-11:55:11
1022,,,5ef697b5-2d69-4dce-851c-e9bad42d97ff,{D3B2CB64-5809-4f22-9702-11BF9D5D31E8},specialization-relationship,Generalization,,,,,d548564c-a918-47e4-ae60-697f0ed3e7aa,{FFD22E11-7A3A-459a-B575-928C67E8D1F3},5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},18062026-11:55:11
1023,,,81ad5275-8f6f-4501-8b3a-4ad79f502638,{EBF0C505-6860-4103-A0D5-15DF00F88114},specialization-relationship,Generalization,,,,,f5c91145-fba4-47cb-aaf9-bb9c64e19a21,{A8945FD7-EA20-418e-8E7F-18F13F16E338},5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},18062026-11:55:11
1024,,,1e74c1e8-cd1a-49db-8b62-fa115d4a9ad4,{AB6968AA-E169-4203-A1D4-C637CDFD6EFA},specialization-relationship,Generalization,,,,,c87f39a5-c4b4-4c82-bf23-f9fc521ad0aa,{45591365-C55F-4735-9533-D3BBB0AB6571},b2498fa2-f9ff-48dd-946d-8b8ed395da81,{10C06EB3-F94A-4005-9C66-0DAE61B96192},18062026-11:55:11
1025,,,6bece7e9-b8fe-4acb-8f34-24139221b795,{12B5F13C-51AA-4cae-A23E-439F1EE85110},specialization-relationship,Generalization,,,,,c92e9c16-1ec3-46f8-b209-b15a226e9477,{8587D910-7A9C-46d8-BF27-27433E9B6DAD},b2498fa2-f9ff-48dd-946d-8b8ed395da81,{10C06EB3-F94A-4005-9C66-0DAE61B96192},18062026-11:55:11
1026,,,0a30fb52-8cf6-4711-9f58-1b02b84c7076,{1B9439BF-6E55-4046-AA5F-66B5697C9CE3},specialization-relationship,Generalization,,,,,16995484-0391-40d1-99c3-2ba2292e276f,{C2A7756C-87E9-44f0-85A9-673F3956BB48},b2498fa2-f9ff-48dd-946d-8b8ed395da81,{10C06EB3-F94A-4005-9C66-0DAE61B96192},18062026-11:55:11
1027,,,c076df27-5b82-45ed-9fb8-9aa07ed20d2f,{E5871441-C7F2-431e-ABD9-3ABB20998E0B},specialization-relationship,Generalization,,,,,1c3ee208-9d74-45ba-9836-3f3ea165cd74,{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},6f20ada6-28e9-4358-9b66-1575021ee431,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},18062026-11:55:11
1028,,,a0abd7af-11e6-45eb-9a22-8414b5c7ae51,{34FCD611-8785-4de3-995B-253643231D39},specialization-relationship,Generalization,,,,,6ab6802e-9485-43d1-be15-46db4b9c8a0d,{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},6f20ada6-28e9-4358-9b66-1575021ee431,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},18062026-11:55:11
1029,,,fe1d665c-9137-461b-81a1-8d7f41309ab6,{AF7F4C05-D98D-4ddb-A0FE-F0361A1F9546},specialization-relationship,Generalization,,,,,7685ae20-7bed-4f7e-95fd-3499b35a6ef9,{6B1F7274-19A7-4349-835E-85CBEFFEE35A},71c5f929-bbab-484f-96c0-cc7a57c9dcf1,{081F7413-A4D0-49e7-98E2-E0F3F4299750},18062026-11:55:11
1030,,,5f009095-a883-4c7e-9640-7979752fb1b9,{7C0BE110-2B2C-4e39-A8B8-EF105FBC6FA4},specialization-relationship,Generalization,,,,,bbf6bcce-f2dc-4b8d-95a8-561abd7c1d76,{F90F8E5E-7402-4c44-AC69-91A4175E5D47},71c5f929-bbab-484f-96c0-cc7a57c9dcf1,{081F7413-A4D0-49e7-98E2-E0F3F4299750},18062026-11:55:11
1031,,,78e957e2-5e90-47d8-bd25-362da6829d3a,{51D0E188-C95B-43fe-B1EC-031D8BD13FA7},specialization-relationship,Generalization,,,,,367532e8-1d1c-4d6b-8a88-fcae7cae2303,{A6C71E4C-CB46-41ae-8A61-C8080BB92A55},6f20ada6-28e9-4358-9b66-1575021ee431,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},18062026-11:55:11
1032,,,,{89EBED65-532E-4bbf-AEA2-9D985FB0CB00},,Generalization,,,,,,{3BDD29C7-FBCD-4c90-A520-8187E2D9BD57},,{503BD06E-E063-46f2-8B43-BF75A143D6C4},18062026-11:55:11
1033,,,,{59758FFB-B19D-4c70-8A4B-0F4C2921035D},,Generalization,,,,,,{E93E03EF-259F-4bda-A875-A0E60CB18E89},,{503BD06E-E063-46f2-8B43-BF75A143D6C4},18062026-11:55:11
1034,,,422c87ae-51ea-4c07-a525-a0c87599cc6a,{55B2F56E-0907-49e4-B663-E71D0F8F7F4C},specialization-relationship,Generalization,,,,,fe2e2e4e-228a-46d7-964f-a489ed253d2d,{E38BEAEF-03C4-439b-8A64-663886C1D6F9},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1035,,,002e86ae-0392-4ae3-80b1-fb17bbe38350,{9FD4E06C-602A-4f17-94EF-FFF6768013F5},specialization-relationship,Generalization,,,,,c3a7596c-2303-4354-9f02-aa999d7fca47,{02BDED5E-9106-4aed-94C2-513689353284},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1036,,,e414d37a-ac52-44ec-b496-2763e563cdc0,{27A927F8-BCC3-419d-AF60-658CBF76E285},specialization-relationship,Generalization,,,,,20697824-84fa-412e-8ea6-aa68a474c016,{FB771E02-8FE3-496b-B99B-CF4A496A7B80},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1037,,,,{5EBC4BCB-52AB-4330-AE72-FBD108CDB3BA},,Generalization,,,,,,{98C74EAB-3411-4d1a-8321-FF30567B6877},,{681DB26F-D779-4796-B467-576E5A25F581},18062026-11:55:11
1038,,,8d39844e-0165-4092-8a74-26cdb3cac7c9,{7C9D2F13-7FA5-40bd-ABC4-6535F6692831},specialization-relationship,Generalization,,,,,2e6cb8da-90a5-4c57-be64-5a82cfbddb12,{6BBB2AE0-6F42-4676-8C6C-E727032F5F47},6eaed538-bcc5-4648-b0f2-4c5095b9f514,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},18062026-11:55:11
1039,,,0da07c32-c694-4524-80e9-20114a71805a,{3CDFB4A1-F4F8-4bb3-9F9B-EE617BE46331},specialization-relationship,Generalization,,,,,fa52d5b0-b810-4f70-8e27-180b36fec342,{888BBB4F-BEBA-4b9a-BB2E-0E1F2A3606DF},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
1040,,,,{F73997E8-7D9F-4abc-B8BA-EBB8657BF6DE},,Generalization,,,,,,{7FECB5B2-E6CB-4637-9FD4-6EBA2CA96BBA},,{681DB26F-D779-4796-B467-576E5A25F581},18062026-11:55:11
1041,,,,{1646F826-1B9C-483e-AF6D-592A6B4ECF39},,Generalization,,,,,,{E0F7D3A0-46C8-4e70-AA10-3888B60D14C0},,{681DB26F-D779-4796-B467-576E5A25F581},18062026-11:55:11
1042,,,9eb08b42-f2c6-4c81-9559-c6effce49e75,{AE8530D9-2DE6-4606-8109-248D6246EDF0},specialization-relationship,Generalization,,,,,6f57464b-d011-4a75-afe8-a69b543c042b,{BBE1DC54-1482-4650-BB7F-930DDB823E09},cd7b6b9c-3bf7-4c3a-bbde-e72f38d76fe0,{B53EC85A-C731-4fb6-8379-7D11802273B2},18062026-11:55:11
1043,,,a54934c0-16c2-47ef-974f-5b627a2c79f1,{0C12AA4D-0500-44ee-A306-2E69A8F98B93},specialization-relationship,Generalization,,,,,6f57464b-d011-4a75-afe8-a69b543c042b,{BBE1DC54-1482-4650-BB7F-930DDB823E09},113af80a-7e3e-41f6-8f79-8d0d48c4c257,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},18062026-11:55:11
1044,,,,{EB5A99F4-6F58-4709-9DBD-10D3C898D600},,Generalization,,,,,,{0EF67A8B-AEBE-4a00-B1EF-2EFD0DCC9F5D},,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
1045,,,,{690EE440-4530-4f24-8E94-40D041D66439},,Generalization,,,,,,{A888F22C-45E9-4494-BA66-533FB1F6C37E},,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
1046,,,,{BB9D001E-097C-47b4-BEDF-21C260E0B912},,Generalization,,,,,,{C73E52A5-F66E-47f0-8DEA-467A54F64DD2},,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
1047,,,a3932ff3-e318-4354-9a52-fcaf1223154e,{05BBA228-D9FB-4aa7-9A6B-8EACCC1F3207},specialization-relationship,Generalization,,,,,cd7b6b9c-3bf7-4c3a-bbde-e72f38d76fe0,{B53EC85A-C731-4fb6-8379-7D11802273B2},cad45b80-14d3-4a0c-a906-0c1614dc9570,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},18062026-11:55:11
1048,,,,{EFF74406-3BF6-4841-B903-5565CA7ABAEC},,Generalization,,,,,,{4A8E659E-F088-446d-8614-BA31B106A417},,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
1049,,,,{BFF661A6-8EFF-4151-A9E9-A50C5401D6C8},,Generalization,,,,,,{DDE9A5B3-1E56-4058-8D12-A774F43B5D26},,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
1050,,,1d8d09c3-a4f8-43c1-bf8e-cf6f57ac79bc,{e74e9796-4562-4a28-be34-d6d1612d6a1a},specialization-relationship,Generalization,,,,,f9482bc9-5b10-4075-98cb-4cb895262494,{7F3202B1-9A3B-4E02-B4F4-31EBCE6B8DE},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
1051,,,7838e2e9-bfd0-4cb9-938e-ec485520d063,{0f886eb8-3966-4355-b3e7-539252e3ff8d},specialization-relationship,Generalization,,,,,3be27f41-71be-42dd-8af2-51c724238dc3,{81CBE022-0D94-4377-82CA-3AA12937FE8},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
1052,,,436210c8-724b-4e09-923d-edc2c98386c3,{d184b017-0bcb-4aa8-8b5c-f88c77e3736e},specialization-relationship,Generalization,,,,,9d9f7000-98f8-4b97-96f5-6d09edebddd2,{0DCEE6C7-87BC-498C-A02A-25271DB1BC9},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
1053,,,,{bd875c67-63d3-4bb4-be7b-ed3f1699d498},,Generalization,,,,,,{4824C467-3BF6-45C2-BD8B-03F04CEBCA9},,{6B907CEB-2CBE-4886-9D3E-215F5D7E00A},18062026-11:55:11
1054,,,dd9d5b01-aff2-42f9-a293-e7ef4f827ea8,{3d454e32-35c7-423e-a652-cf928445441a},specialization-relationship,Generalization,,,,,95a78138-3227-48e1-8499-4bcbba4ab13c,{8CD4C799-C403-41B6-B409-06D37398E31},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
