nr,GEMMA-naam,GGM-naam,GEMMA-guid,GGM-guid,GEMMA-type,GGM-uml-type,GEMMA-definitie,GGM-definitie,GEMMA-toelichting,GGM-toelichting,GEMMA-source-guid,GGM-source-guid,GEMMA-target-guid,GGM-target-guid,Datum-tijd-export
368,heeft,heeft,2f78ec48-7f38-4bbb-84c2-0d0a8a783f5e,{9586FFAB-ABE1-4160-B444-46F64313A073},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},77d6fccd-a702-4c76-a90b-88df92d81d6c,{D8F2EAAD-7C80-4164-8171-C632F18A6742},18062026-11:55:11
369,maakt onderdeel uit van,maakt onderdeel uit van,27cc8e08-460e-472c-a75b-e24ffa30f23a,{84E3BDE3-49ED-4f04-BD2D-F6030EE3EDC5},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},ffca91bc-ed2b-4885-9e04-7a459fd67cad,{F0467610-553B-47cd-A9F7-3B1D20CC425E},18062026-11:55:11
370,heeft relatie,heeft relatie,2749f898-63d6-458d-9f8a-fdb73d6a5392,{377AB2D0-5B41-4ef2-98F6-B482621C54A3},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},5011fe69-8832-47f9-9ba5-c68d53a95ecd,{3DF01B79-6712-473e-9878-594CB5AE95A7},18062026-11:55:11
371,resulteert in,resulteert in,1fe64a1f-87a8-4eea-b57a-f9df48a70d75,{B1C136CA-4FD2-4421-9E25-2C2E0CEA8049},association-relationship,Association,,,,,862c6b72-864b-44d0-8ad7-1b5271a1787a,{B0384246-6784-4724-B538-CE18197061CD},a5527ada-f26c-4fe6-8f8b-adba3920f398,{652A68C3-618E-4050-AD4C-E43469A7558C},18062026-11:55:11
372,bevat,bevat,12857e82-93ee-4934-97c7-fe2c387a6246,{8798690C-165D-4dd6-BF1A-CD4B39537BBA},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},862c6b72-864b-44d0-8ad7-1b5271a1787a,{B0384246-6784-4724-B538-CE18197061CD},18062026-11:55:11
373,heeft uitstroomreden,uitstroom,60e45a12-e4c3-4c0b-bfeb-f15320427869,{79E7A915-07A7-4fbd-939F-5BCF86B282BC},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{839017B2-0F95-42d0-AB2B-E873636340DA},310e7b8f-87b6-4493-8b66-1b222428dea4,{42D33289-422A-4d94-BE6B-44B34CC230B5},18062026-11:55:11
374,,onder verantwoordelijkheid van,,{732DC9B8-0A3D-4496-899F-159E046A126E},,Association,,,,,,{839017B2-0F95-42d0-AB2B-E873636340DA},,{EA6F820F-C458-4b24-8055-5C2CC76F5904},18062026-11:55:11
375,heeft,heeft,4045fc58-aee2-4435-9b38-cc2b77e4eb73,{66C955AA-55E2-4fab-B02C-FE5E0D5940AF},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},c4244bc1-5e09-4f2d-be8d-79b71b84af5f,{5DD63EFE-649F-484e-BB10-A18096B9ABDF},18062026-11:55:11
376,bevat,bevat,6c3f5623-0830-4467-90c2-67bdafbdf651,{578B1159-7095-4c7a-8E35-993882803EB5},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},a5527ada-f26c-4fe6-8f8b-adba3920f398,{652A68C3-618E-4050-AD4C-E43469A7558C},18062026-11:55:11
377,heeft traject,heeft traject,1475e7ff-4577-4e25-ab8e-2ca15706d0ed,{562A7C80-3621-40aa-B091-E30616E65F1D},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
378,onder verantwoordelijkheid van,onder verantwoordelijkheid van,a0a0c8ef-d766-43fa-86ad-e21db1efbdb5,{15A8C8EF-84C3-4ed7-AB51-28EEC9AE9DC6},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},9f1ea854-eb45-47a0-98f4-4043b4a69be0,{B0D9792B-46E7-4b88-B267-C72691616733},18062026-11:55:11
379,voert traject uit,voert traject uit,bd10fdc2-370c-436e-bc25-c12a65550d84,{E36947B7-16A4-4050-9C67-3AAAB2A2D21A},association-relationship,Association,,,,,25eb4ce3-0e90-4313-be1b-f5bee162f788,{A947042E-7CA6-44f8-902A-1C1185A391F6},a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},18062026-11:55:11
380,heeft,heeft,4bd69005-40e5-4014-9cc6-2648d479a6b6,{231265E5-8136-4df3-A240-A94C93570512},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},1255cd88-29f9-41e2-8b27-5baae5b4cef1,{93E12A3E-71E3-431e-9871-BF6075EAAEF1},18062026-11:55:11
381,schuld bij,schuld bij,fba9a67b-c0dd-4751-b75f-be06953bd252,{0DD2A630-0EF5-4e6d-BAD6-99DAA6AD15B2},association-relationship,Association,,,,,1255cd88-29f9-41e2-8b27-5baae5b4cef1,{93E12A3E-71E3-431e-9871-BF6075EAAEF1},8f1471e4-efcb-45e9-bc31-4ebf39e6abff,{DCDAD212-479E-4fc3-B886-585AE57D8C21},18062026-11:55:11
382,heeft,heeft,fdd29ab5-958c-40b5-be74-8616d28630d7,{6782ACA0-4327-4513-950A-BFFC9CF3A0BB},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},c88738dc-57a8-4da0-9364-89596483740e,{7DA4A554-10BF-47d1-ACED-966712B043F4},18062026-11:55:11
383,,dienstverlening,,{E8028461-42B8-4cd3-A3FA-B244697452FA},,Association,,,,,,{A947042E-7CA6-44f8-902A-1C1185A391F6},,{677992F0-3C05-43b6-82C7-4A7EA57EDFED},18062026-11:55:11
384,resulteert in,resulteert in,c1710dae-8df6-45ce-84ad-b0541cea1088,{946FC410-4AD5-413b-A646-F2AB1870548C},association-relationship,Association,,,,,a5527ada-f26c-4fe6-8f8b-adba3920f398,{652A68C3-618E-4050-AD4C-E43469A7558C},9b4aa5f0-e7f3-46c1-b0c5-fabfd2b215e4,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},18062026-11:55:11
385,bevat,bevat,70cc4e4d-2fd6-4d59-80d4-f5cd2f0f487d,{19DE274A-0D34-46d5-A045-8472031056C5},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},9b4aa5f0-e7f3-46c1-b0c5-fabfd2b215e4,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},18062026-11:55:11
386,,soort,,{F1399EFB-8A57-4655-9389-C6C8826B16D7},,Association,,,,,,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},,{677992F0-3C05-43b6-82C7-4A7EA57EDFED},18062026-11:55:11
387,bevat,bevat,b27dffca-91e7-496a-a8d3-1530730d0f22,{F328542A-BE43-4ef0-B79E-97AC441F7BE8},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},1bc6ead2-f8ee-40e9-9dc4-297be3546b4e,{551A527B-A2E2-4409-968B-D1BE4612EB3C},18062026-11:55:11
388,resulteert in,resulteert in,74b01287-b941-40fe-9ee2-4f92269b0cd9,{BC1E536B-B612-48b7-A5C3-0CBDB41A25E4},association-relationship,Association,,,,,9b4aa5f0-e7f3-46c1-b0c5-fabfd2b215e4,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},1bc6ead2-f8ee-40e9-9dc4-297be3546b4e,{551A527B-A2E2-4409-968B-D1BE4612EB3C},18062026-11:55:11
389,kan hebben,kan hebben,99b28c2a-185d-444f-aa99-c94d1f2efd05,{EB0C81E9-A810-4d08-BC07-5C91295EE507},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},2a311135-75e3-4a0e-a73a-4b79c14c4a85,{5FC12BE5-75F0-4dd9-8DA7-993C03F3700A},18062026-11:55:11
390,heeft financiele situatie,heeft financiele situatie,f2d7d834-8667-4317-acb4-5945446483a8,{F561EA37-67B5-48d6-89C7-793BE8C31A4A},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},18062026-11:55:11
391,heeft,heeft,01ff01eb-6714-4834-b14e-69e991101cc2,{A68DF820-8014-4a30-8022-CE9F8A9792B9},association-relationship,Association,,,,,8d2857b1-033b-4f3c-ac2a-0a3b8037369a,{513A944D-0FEC-4f78-B290-63274D22C58C},fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},18062026-11:55:11
392,is,is,4ec31f29-0136-43c8-8832-10ff31738dbe,{C739EA01-6D8B-47ae-8C2B-17166344081F},association-relationship,Association,,,,,fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},348721fc-a795-4292-8d90-f4951d252c5a,{AA004853-3565-4634-A434-BD7F36ED0B1A},18062026-11:55:11
393,heeft,heeft,e52db02e-5fce-4df7-844e-1a4053929762,{7D8BF68A-5F48-4fe3-B011-77A9D5271B3C},association-relationship,Association,,,,,fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},b9c3890e-3a79-4073-a697-d604a289cd79,{DBFDE0B1-FF6D-422f-BDDA-42ED8A172260},18062026-11:55:11
394,heeft,heeft,ca85c40b-54af-480b-b047-79d6dbf5e1e3,{0654E579-F123-4f1a-8617-C8BBB77D4AE7},association-relationship,Association,,,,,fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},00235c33-37bf-44d9-a511-91ab8a5256f1,{093B2482-D72E-4f88-931C-75C9DABED007},18062026-11:55:11
395,bevat,bevat,857b2d38-b433-48f6-8c02-d54604b8d75f,{BF1AD39A-BA6A-450e-AE28-45C902694D2F},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},7b29c26c-3fd0-478f-9715-f8f3d42a11e0,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},18062026-11:55:11
396,resulteert in,resulteert in ,ac5b43ca-3a22-474e-978e-e27d08a45ef0,{AE0CD7CF-5109-414f-97C1-9EB8619E2699},association-relationship,Association,,,,,7b29c26c-3fd0-478f-9715-f8f3d42a11e0,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},862c6b72-864b-44d0-8ad7-1b5271a1787a,{B0384246-6784-4724-B538-CE18197061CD},18062026-11:55:11
397,heeft,heeft,3c11c6b1-6416-4291-b0d8-a38966434855,{14CB3251-B48B-48cb-ADE0-C590A6D15CC0},association-relationship,Association,,,,,fd84565d-63d3-44a1-84e0-cd0f580cb2ad,{5CC59215-5A63-4ef8-9D64-C4FAC0619121},bcd66a92-7fc3-4957-bccb-41acfbc8ea73,{B2A3D4C2-236C-457f-A2C8-8F889C1427E9},18062026-11:55:11
398,bevat,bevat,a3be6fd1-e9ab-4f9c-8613-57272dc9dc55,{D8ABD97B-BF36-4e56-840D-8ACB3FF67BD2},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},fa48cf8d-0b1d-4be2-8003-9b905d9eafde,{7CC8C026-91CB-422c-84C6-90401889F260},18062026-11:55:11
399,resulteert in,resulteert in,f533d473-c5e7-47ac-8f39-08bfcb8a4dbf,{43A30A1E-B8CF-4471-81A9-9AC313DEA9F9},association-relationship,Association,,,,,7b29c26c-3fd0-478f-9715-f8f3d42a11e0,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},fa48cf8d-0b1d-4be2-8003-9b905d9eafde,{7CC8C026-91CB-422c-84C6-90401889F260},18062026-11:55:11
400,kan hebben,kan hebben,7f7f3223-3bac-4591-ad9b-20de0dacee33,{82A2F2B0-64BD-4220-B796-089DE67469F4},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},51f30421-e6f3-4a40-ae96-5bf68287dbd0,{0E3205DA-BC88-425b-AF68-882BFB316812},18062026-11:55:11
401,heeft,heeft,48704309-91b6-4b66-91d1-dfeb44ccf286,{3C31FC7D-C671-4e1b-A8C5-12D4FFF23CDC},association-relationship,Association,,,,,25eb4ce3-0e90-4313-be1b-f5bee162f788,{A947042E-7CA6-44f8-902A-1C1185A391F6},c5b61ad3-a1e4-479f-9a91-9197c67ae07f,{B9287881-AD66-4396-A629-ED5FE9196316},18062026-11:55:11
402,,dienstverlening,,{2D9F50D9-C6AD-4c1d-9770-F60EA4DE9AB0},,Association,,,,,,{A947042E-7CA6-44f8-902A-1C1185A391F6},,{158BE97A-2031-437b-A5CC-637188EB9968},18062026-11:55:11
403,resulteert in,resulteert in,28e0d07c-40fc-4a07-8aad-1bffbe32a30e,{DFB45409-F01C-4a91-BFA5-9E66817F67FF},association-relationship,Association,,,,,a5527ada-f26c-4fe6-8f8b-adba3920f398,{652A68C3-618E-4050-AD4C-E43469A7558C},a023e4d1-100a-45e9-a8c8-2f30e4692738,{A1F16832-3F28-4441-8538-74BF04A48562},18062026-11:55:11
404,resulteert in,resulteert in,2435cc78-4614-419e-8d0b-5e962ed6a6d2,{BAD81296-F327-4ebe-BDF4-E21A2508C717},association-relationship,Association,,,,,7b29c26c-3fd0-478f-9715-f8f3d42a11e0,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},a023e4d1-100a-45e9-a8c8-2f30e4692738,{A1F16832-3F28-4441-8538-74BF04A48562},18062026-11:55:11
405,bevat,bevat,47ddcca9-45c5-45e4-afb5-94cd38703340,{A0E4BC76-5A2E-4cf9-B9B1-4771803CCED8},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},a023e4d1-100a-45e9-a8c8-2f30e4692738,{A1F16832-3F28-4441-8538-74BF04A48562},18062026-11:55:11
406,resulteert in,resulteert in,a5741758-559e-42ee-bdb6-db85da554bb0,{3820CE7E-78D9-4703-8DC5-4D50C5DF7D51},association-relationship,Association,,,,,862c6b72-864b-44d0-8ad7-1b5271a1787a,{B0384246-6784-4724-B538-CE18197061CD},a023e4d1-100a-45e9-a8c8-2f30e4692738,{A1F16832-3F28-4441-8538-74BF04A48562},18062026-11:55:11
407,resulteert in,resulteert in,93018d40-4d81-4dd8-a9f5-d9d31bc51688,{BC115B0F-1283-4a77-94CC-4D76225B486D},association-relationship,Association,,,,,a023e4d1-100a-45e9-a8c8-2f30e4692738,{A1F16832-3F28-4441-8538-74BF04A48562},1bc6ead2-f8ee-40e9-9dc4-297be3546b4e,{551A527B-A2E2-4409-968B-D1BE4612EB3C},18062026-11:55:11
408,,soort,,{8C3E5EF9-0F5D-4e6e-AE27-2A8738F55055},,Association,,,,,,{A1F16832-3F28-4441-8538-74BF04A48562},,{158BE97A-2031-437b-A5CC-637188EB9968},18062026-11:55:11
409,bevat,bevat,142ffb65-b270-44fa-b100-d9f126c88c0a,{DDEE33D2-4A9B-4b3e-9D49-0851DCA3461D},association-relationship,Association,,,,,a639deb6-a955-4f22-b6db-2c64f3abe044,{839017B2-0F95-42d0-AB2B-E873636340DA},f97aa7c4-dcb8-4965-9a15-e83a46aaeb03,{1CE06538-3F4A-45ac-AE86-30A4250D3608},18062026-11:55:11
410,resulteert in,resulteert in,8f4f9eae-b4bb-4b1c-9120-1c663a20b4d1,{4AD8CEE6-4DEF-4fbd-A3AE-6C820235E955},association-relationship,Association,,,,,f97aa7c4-dcb8-4965-9a15-e83a46aaeb03,{1CE06538-3F4A-45ac-AE86-30A4250D3608},7b29c26c-3fd0-478f-9715-f8f3d42a11e0,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},18062026-11:55:11
411,betrokken professional,betrokken professional,63a872ff-fc4b-4abd-9ced-73f4f6de4e7f,{F662BA2D-DE58-491d-8D8B-60659E99278C},association-relationship,Association,,,,,7c60668d-cd5a-4d46-8fa1-6c472ae013ce,{B852AF03-A5E0-4148-AFC1-108509FF8BBD},6cc6afe6-e4c6-4e2b-a359-f278b23700db,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},18062026-11:55:11
412,betreft,betreft,5efb758e-da5e-401f-858d-1691cd98e903,{228972BF-A0CA-4e2f-832D-954A15769C1B},association-relationship,Association,,,,,7c60668d-cd5a-4d46-8fa1-6c472ae013ce,{B852AF03-A5E0-4148-AFC1-108509FF8BBD},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
413,betrokkenen,betrokkenen,f114969d-1c17-4b2f-a5c4-543718aa40bf,{097BCCA2-749E-4c0f-A72D-FC3F278C5EB8},association-relationship,Association,,,,,7c60668d-cd5a-4d46-8fa1-6c472ae013ce,{B852AF03-A5E0-4148-AFC1-108509FF8BBD},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
414,naar aanleiding van,naar aanleiding van,daf51c3b-b9c6-4e55-9137-ac090de506e0,{6D6EF335-FEA2-4da1-BE3A-40BB6E1B104C},association-relationship,Association,,,,,7c60668d-cd5a-4d46-8fa1-6c472ae013ce,{B852AF03-A5E0-4148-AFC1-108509FF8BBD},4c68d9ec-214b-4e9b-a467-512037e425be,{AEF1825F-C554-4490-975D-93AEA24991A9},18062026-11:55:11
415,berust op,berust op,7f1bed60-9bbb-4977-b697-7bcbf5e43c4b,{73D8FF62-985C-497f-8196-D8FE3DACCB78},association-relationship,Association,,,,,4c68d9ec-214b-4e9b-a467-512037e425be,{AEF1825F-C554-4490-975D-93AEA24991A9},31a96e2b-cabe-4bb6-9bc7-efa2ab12e674,{418C04F0-F173-4775-9814-D50F5EE79A38},18062026-11:55:11
416,toelichting,toelichting,f48a82ab-cfc6-45b9-aee0-9081b2599984,{79624287-3216-40f0-895D-D5856745C0A6},association-relationship,Association,,,,,4c68d9ec-214b-4e9b-a467-512037e425be,{AEF1825F-C554-4490-975D-93AEA24991A9},e5637add-0642-4480-b6bb-2b0fb8889dcc,{B061E420-187A-49dd-B8DA-2AF3FC5D860F},18062026-11:55:11
417,informering,informering,890403ca-c4b3-4a2d-99f3-68a6adaed8b9,{291AA6CC-C44B-4c13-834F-E9F77ADF8B8B},association-relationship,Association,,,,,31a96e2b-cabe-4bb6-9bc7-efa2ab12e674,{418C04F0-F173-4775-9814-D50F5EE79A38},cd806c22-f210-4ae3-a5e4-0414880fdc6d,{ACC7A392-9A16-42a8-A58E-1E8E6826B2D0},18062026-11:55:11
418,informering,informering,62b81906-9dbb-49e6-a5bc-26f3f2fbe123,{E23DE89E-E65E-449a-AF92-470FAA5C1FD9},association-relationship,Association,,,,,cd806c22-f210-4ae3-a5e4-0414880fdc6d,{ACC7A392-9A16-42a8-A58E-1E8E6826B2D0},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
419,,,,{07D6B7FF-09FC-4f30-B4CF-85EE247E38B9},,Association,,,,,,{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},,{DCE46ABA-613D-4204-86F4-35F517FF680F},18062026-11:55:11
420,Afgerond met,Afgerond met,4b84c6cc-9286-4336-b65d-b228ed977702,{61E77119-7B76-4855-9CFE-39C02A9AB2E8},association-relationship,Association,,,,,ccce5500-2140-4928-9716-0132a31e9686,{DCE46ABA-613D-4204-86F4-35F517FF680F},e1620918-61a7-4cef-b0e2-6b8e206608c8,{F9B2A863-63C8-4229-906A-D0891BB4F021},18062026-11:55:11
421,onderdeel van,onderdeel van,0a2afdc2-7f28-4102-97b8-e0df995999db,{36F38F1C-2F35-4088-A9E7-35BF53C3E709},association-relationship,Association,,,,,2d7f4231-96e8-4424-a656-c52473ea36dc,{8B394DCE-C3C4-4262-9460-8EF130E90D83},e1620918-61a7-4cef-b0e2-6b8e206608c8,{F9B2A863-63C8-4229-906A-D0891BB4F021},18062026-11:55:11
422,,is gekoppeld aan,,{CF75F931-F266-433c-BA48-5ED157516443},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{EA6F820F-C458-4b24-8055-5C2CC76F5904},18062026-11:55:11
423,verblijft,verblijft,8b9dc485-3ea5-4a72-8610-86c9ff26a850,{903DDEF6-9B11-46cf-A9A9-5E1C880CDABB},association-relationship,Association,,,,,3991c605-2abb-4185-b7ce-1adf5966e3c7,{598F7015-C6B5-4eed-80A6-139B62324678},3f04329f-7828-4b5e-b983-85a4d2dcd305,{40C9655E-15CF-4b46-8B59-FD8D4CBC57B5},18062026-11:55:11
424,is gekoppeld aan,is gekoppeld aan ,52560d93-1f86-401d-a93c-3ea685635af0,{5F26AFF9-ADDC-4234-AB26-A3E9201A2CAF},association-relationship,Association,,,,,3991c605-2abb-4185-b7ce-1adf5966e3c7,{598F7015-C6B5-4eed-80A6-139B62324678},9f1ea854-eb45-47a0-98f4-4043b4a69be0,{B0D9792B-46E7-4b88-B267-C72691616733},18062026-11:55:11
425,,valt binnen,,{517568B0-A13C-4f0f-8C5E-6E01CD68358B},,Association,,,,,,{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},,{462E3982-56C3-4442-BE2F-2C23A7ED6015},18062026-11:55:11
426,betreft,betreft,c16740c8-e413-4c87-9789-385d5dd71e1c,{D2F0539A-1C19-499f-A58B-9EB002936CCB},association-relationship,Association,,,,,e643dc04-a205-421d-ab23-c6da046b1642,{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
427,leverancier,leverancier,637866db-1349-4fd2-bde5-b946eef23044,{7A1CE4C1-6A3D-4ddd-88EA-F9FE9398E13F},association-relationship,Association,,,,,e643dc04-a205-421d-ab23-c6da046b1642,{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},18062026-11:55:11
428,betreft,betreft,13a94e36-811d-4c53-8210-59803b229c06,{05C3C815-25CE-4342-A356-FA5E9120A124},association-relationship,Association,,,,,e643dc04-a205-421d-ab23-c6da046b1642,{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},8ffe8caf-2af7-47e5-acc5-c4e6fd5f38b1,{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},18062026-11:55:11
429,Verplichting aan,Verplichting aan,8ebbfc60-96ae-45b7-8965-7326ccd22ec7,{AD790AA5-3D88-40c9-9FE7-A7EDDBF66C7E},association-relationship,Association,,,,,7c5fd54e-88dd-4738-95ec-5164d6c6af35,{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},18062026-11:55:11
430,heeft,heeft,00c0ef0a-7112-4afb-9d14-d8de41fe1f57,{58333E4E-8EE0-430f-9451-1F2C0086D94A},association-relationship,Association,,,,,7c5fd54e-88dd-4738-95ec-5164d6c6af35,{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
431,levert voorziening,levert voorziening,ad492d8b-af6b-49c5-84c5-9c8cc739b374,{65B6883C-78DF-48b7-BC4E-C6FDCC1B9E2A},association-relationship,Association,,,,,53cc8281-81c1-40c8-901d-2751e34ea367,{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},18062026-11:55:11
432,maakt onderdeel uit van,maakt onderdeel uit van,d0f5fe59-9e1f-4fee-83ed-f8a2eb543edc,{24F2CEAD-9FEF-4696-83AD-B94EE8624FDF},association-relationship,Association,,,,,17a0d019-c25e-4bba-ae64-f381da597376,{276E1BF9-E902-4303-A9E7-048627E0DC84},016ea33a-4ba2-45d7-ae45-616eeedcc567,{909A4134-4697-481e-9110-6386D0F6CAAD},18062026-11:55:11
433,heeft,heeft,b3ecd0eb-a0d4-46c6-bd3e-ac3e0ca1a18d,{A9B9419C-C849-441a-86D8-3AC45CE560D3},association-relationship,Association,,,,,8ffe8caf-2af7-47e5-acc5-c4e6fd5f38b1,{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},a842e972-764b-4dd8-ad79-f537d4e68565,{57F01465-EE56-4c33-9BD9-8DB351A2C530},18062026-11:55:11
434,bevat,bevat,5f8bb83c-801b-43d2-9914-f7f11e0100bb,{530BD4D3-FF9D-47d6-BCA7-06BCD10417D1},association-relationship,Association,,,,,f96af00f-2933-42d0-aacf-58ccb4a0ef52,{9FBF9FB8-B28D-4733-8443-607B8498F446},a842e972-764b-4dd8-ad79-f537d4e68565,{57F01465-EE56-4c33-9BD9-8DB351A2C530},18062026-11:55:11
435,heeft,heeft,6327ded5-0f78-4bdd-bd58-e6f7172f27c8,{FA64AD6E-C1D7-467a-8DCA-B830A678F036},association-relationship,Association,,,,,a842e972-764b-4dd8-ad79-f537d4e68565,{57F01465-EE56-4c33-9BD9-8DB351A2C530},a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},18062026-11:55:11
436,,onderkent scores,,{6B0F940E-3386-401a-AC21-169514BAAAB4},,Association,,,,,,{6C27D3D1-FBCE-4504-AF1E-48B4A4CB02EA},,{653EA248-1547-4f8b-B026-B44FEEC711B2},18062026-11:55:11
437,heeft,heeft,adfd5f13-ef86-489e-9c94-a6aa4b5a425f,{00B936E5-0468-4bdf-9016-63374762D9CE},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},75a56fd7-b2b2-4a08-9b09-8235d4592cae,{5A367DA9-DE05-4b3b-954D-24271FD4FB76},18062026-11:55:11
438,,hoogte score,,{5E95CEAC-D815-4ec4-9D75-A27E0E0FBA3A},,Association,,,,,,{5A367DA9-DE05-4b3b-954D-24271FD4FB76},,{653EA248-1547-4f8b-B026-B44FEEC711B2},18062026-11:55:11
439,leverde prestatie,leverde prestatie,4add4f78-6075-40d7-99c8-a1a0ee820e58,{8C14443A-7D04-4c37-B966-C3B55F35C468},association-relationship,Association,,,,,a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},cc667191-bb35-45a0-a231-504b663b70f1,{F0CE97B6-3004-4424-A0AA-5034BC0144D1},18062026-11:55:11
